ping,lat,lon,heading,altitude,speed,depth
79,18.9220794,72.8346820,44.73,9.97,3.0,20.0
80,18.9220804,72.8346830,44.80,10.09,3.0,20.0
81,18.9220814,72.8346841,44.90,9.94,3.0,20.0
82,18.9220823,72.8346851,45.02,10.03,3.0,20.0
83,18.9220833,72.8346861,44.93,9.91,3.0,20.0
84,18.9220843,72.8346872,44.85,10.02,3.0,20.0
85,18.9220853,72.8346882,44.85,9.90,3.0,20.0
86,18.9220863,72.8346892,44.98,9.91,3.0,20.0
87,18.9220872,72.8346903,45.08,10.00,3.0,20.0
88,18.9220882,72.8346913,45.17,10.06,3.0,20.0
89,18.9220892,72.8346924,45.23,9.98,3.0,20.0
90,18.9220902,72.8346934,45.24,9.94,3.0,20.0
91,18.9220912,72.8346944,45.17,9.90,3.0,20.0
92,18.9220921,72.8346955,45.13,10.08,3.0,20.0
93,18.9220931,72.8346965,45.19,9.91,3.0,20.0
94,18.9220941,72.8346976,45.14,9.99,3.0,20.0
95,18.9220951,72.8346986,45.15,10.00,3.0,20.0
96,18.9220961,72.8346996,45.25,9.94,3.0,20.0
97,18.9220970,72.8347007,45.29,10.03,3.0,20.0
98,18.9220980,72.8347017,45.15,9.93,3.0,20.0
99,18.9220990,72.8347028,45.03,10.02,3.0,20.0
100,18.9221000,72.8347038,45.14,10.08,3.0,20.0
101,18.9221009,72.8347048,45.24,10.01,3.0,20.0
102,18.9221019,72.8347059,45.28,10.03,3.0,20.0
103,18.9221029,72.8347069,45.22,10.00,3.0,20.0
104,18.9221039,72.8347080,45.11,9.97,3.0,20.0
105,18.9221049,72.8347090,45.07,10.09,3.0,20.0
106,18.9221058,72.8347100,44.98,10.00,3.0,20.0
107,18.9221068,72.8347111,44.85,9.91,3.0,20.0
108,18.9221078,72.8347121,44.85,10.02,3.0,20.0
109,18.9221088,72.8347131,44.86,10.10,3.0,20.0
110,18.9221098,72.8347142,44.85,10.03,3.0,20.0
111,18.9221108,72.8347152,44.97,9.93,3.0,20.0
112,18.9221117,72.8347163,45.05,9.93,3.0,20.0
113,18.9221127,72.8347173,45.16,10.05,3.0,20.0
114,18.9221137,72.8347183,45.25,10.07,3.0,20.0
115,18.9221147,72.8347194,45.11,9.92,3.0,20.0
116,18.9221156,72.8347204,45.09,9.91,3.0,20.0
117,18.9221166,72.8347215,45.21,9.94,3.0,20.0
118,18.9221176,72.8347225,45.13,10.05,3.0,20.0
119,18.9221186,72.8347235,45.01,10.07,3.0,20.0
120,18.9221196,72.8347246,44.97,10.01,3.0,20.0
121,18.9221205,72.8347256,45.07,9.91,3.0,20.0
122,18.9221215,72.8347266,44.99,9.98,3.0,20.0
123,18.9221225,72.8347277,45.06,9.96,3.0,20.0
124,18.9221235,72.8347287,45.03,9.94,3.0,20.0
125,18.9221245,72.8347298,45.06,9.98,3.0,20.0
126,18.9221254,72.8347308,45.10,9.90,3.0,20.0
127,18.9221264,72.8347318,45.12,10.09,3.0,20.0
128,18.9221274,72.8347329,45.04,9.95,3.0,20.0
129,18.9221284,72.8347339,45.13,9.93,3.0,20.0
130,18.9221294,72.8347350,45.13,9.98,3.0,20.0
131,18.9221303,72.8347360,45.03,9.97,3.0,20.0
132,18.9221313,72.8347370,45.12,10.03,3.0,20.0
133,18.9221323,72.8347381,45.04,10.02,3.0,20.0
134,18.9221333,72.8347391,45.19,9.93,3.0,20.0
135,18.9221343,72.8347401,45.26,9.93,3.0,20.0
136,18.9221352,72.8347412,45.19,9.92,3.0,20.0
137,18.9221362,72.8347422,45.21,10.03,3.0,20.0
138,18.9221372,72.8347433,45.28,10.02,3.0,20.0
139,18.9221382,72.8347443,45.31,9.94,3.0,20.0
140,18.9221391,72.8347454,45.24,9.93,3.0,20.0
141,18.9221401,72.8347464,45.38,9.92,3.0,20.0
142,18.9221411,72.8347474,45.49,9.98,3.0,20.0
143,18.9221421,72.8347485,45.59,9.99,3.0,20.0
144,18.9221430,72.8347495,45.73,10.05,3.0,20.0
145,18.9221440,72.8347506,45.81,9.91,3.0,20.0
146,18.9221450,72.8347516,45.86,9.91,3.0,20.0
147,18.9221459,72.8347527,45.89,9.98,3.0,20.0
148,18.9221469,72.8347538,45.79,9.99,3.0,20.0
149,18.9221479,72.8347548,45.73,9.99,3.0,20.0
150,18.9221488,72.8347559,45.77,9.92,3.0,20.0
151,18.9221498,72.8347569,45.76,9.98,3.0,20.0
152,18.9221508,72.8347580,45.88,10.09,3.0,20.0
153,18.9221517,72.8347590,45.81,9.97,3.0,20.0
154,18.9221527,72.8347601,45.80,9.96,3.0,20.0
155,18.9221537,72.8347611,45.93,10.07,3.0,20.0
156,18.9221546,72.8347622,45.83,10.07,3.0,20.0
157,18.9221556,72.8347632,45.94,10.07,3.0,20.0
158,18.9221566,72.8347643,45.91,9.90,3.0,20.0
159,18.9221575,72.8347653,45.97,9.94,3.0,20.0
160,18.9221585,72.8347664,46.04,9.92,3.0,20.0
161,18.9221594,72.8347674,46.06,9.92,3.0,20.0
162,18.9221604,72.8347685,46.08,9.95,3.0,20.0
163,18.9221614,72.8347695,45.95,10.07,3.0,20.0
164,18.9221623,72.8347706,46.03,10.03,3.0,20.0
165,18.9221633,72.8347717,45.98,9.98,3.0,20.0
166,18.9221643,72.8347727,46.00,9.94,3.0,20.0
167,18.9221652,72.8347738,46.06,9.92,3.0,20.0
168,18.9221662,72.8347748,45.95,9.96,3.0,20.0
169,18.9221672,72.8347759,45.96,10.02,3.0,20.0
170,18.9221681,72.8347769,46.02,10.01,3.0,20.0
171,18.9221691,72.8347780,46.00,10.07,3.0,20.0
172,18.9221700,72.8347790,46.01,10.00,3.0,20.0
173,18.9221710,72.8347801,45.92,10.05,3.0,20.0
174,18.9221720,72.8347811,45.79,10.06,3.0,20.0
175,18.9221729,72.8347822,45.84,10.10,3.0,20.0
176,18.9221739,72.8347833,45.94,10.00,3.0,20.0
177,18.9221749,72.8347843,46.00,9.98,3.0,20.0
178,18.9221758,72.8347854,45.94,10.09,3.0,20.0
179,18.9221768,72.8347864,45.91,10.04,3.0,20.0
180,18.9221778,72.8347875,45.76,9.92,3.0,20.0
181,18.9221787,72.8347885,45.86,10.03,3.0,20.0
182,18.9221797,72.8347896,45.94,10.02,3.0,20.0
183,18.9221807,72.8347906,45.83,10.00,3.0,20.0
184,18.9221816,72.8347917,45.84,10.01,3.0,20.0
185,18.9221826,72.8347927,45.98,9.99,3.0,20.0
186,18.9221836,72.8347938,46.04,10.03,3.0,20.0
187,18.9221845,72.8347948,45.92,10.09,3.0,20.0
188,18.9221855,72.8347959,45.90,10.09,3.0,20.0
189,18.9221865,72.8347970,46.01,9.96,3.0,20.0
190,18.9221874,72.8347980,46.04,10.03,3.0,20.0
191,18.9221884,72.8347991,46.10,9.95,3.0,20.0
192,18.9221893,72.8348001,46.01,9.94,3.0,20.0
193,18.9221903,72.8348012,45.97,10.09,3.0,20.0
194,18.9221913,72.8348022,45.95,10.03,3.0,20.0
195,18.9221922,72.8348033,46.09,9.93,3.0,20.0
196,18.9221932,72.8348043,46.06,10.09,3.0,20.0
197,18.9221942,72.8348054,46.02,10.05,3.0,20.0
198,18.9221951,72.8348065,46.11,10.10,3.0,20.0
199,18.9221961,72.8348075,45.98,9.97,3.0,20.0
200,18.9221971,72.8348086,46.10,9.97,3.0,20.0
201,18.9221980,72.8348096,46.00,10.05,3.0,20.0
202,18.9221990,72.8348107,45.92,10.03,3.0,20.0
203,18.9221999,72.8348117,46.01,10.05,3.0,20.0
204,18.9222009,72.8348128,46.07,9.96,3.0,20.0
205,18.9222019,72.8348138,46.09,10.02,3.0,20.0
206,18.9222028,72.8348149,46.03,10.05,3.0,20.0
207,18.9222038,72.8348160,46.14,10.09,3.0,20.0
208,18.9222048,72.8348170,46.15,10.04,3.0,20.0
209,18.9222057,72.8348181,46.29,10.01,3.0,20.0
210,18.9222067,72.8348191,46.26,9.96,3.0,20.0
211,18.9222076,72.8348202,46.13,10.07,3.0,20.0
212,18.9222086,72.8348212,46.28,10.01,3.0,20.0
213,18.9222096,72.8348223,46.37,10.08,3.0,20.0
214,18.9222105,72.8348234,46.24,9.98,3.0,20.0
215,18.9222115,72.8348244,46.25,10.02,3.0,20.0
216,18.9222124,72.8348255,46.15,9.99,3.0,20.0
217,18.9222134,72.8348265,46.10,9.91,3.0,20.0
218,18.9222144,72.8348276,46.17,10.05,3.0,20.0
219,18.9222153,72.8348287,46.30,10.03,3.0,20.0
220,18.9222163,72.8348297,46.39,10.03,3.0,20.0
221,18.9222172,72.8348308,46.31,9.96,3.0,20.0
222,18.9222182,72.8348318,46.22,10.00,3.0,20.0
223,18.9222191,72.8348329,46.31,10.01,3.0,20.0
224,18.9222201,72.8348340,46.17,9.92,3.0,20.0
225,18.9222211,72.8348350,46.22,10.02,3.0,20.0
226,18.9222220,72.8348361,46.24,9.95,3.0,20.0
227,18.9222230,72.8348371,46.15,10.04,3.0,20.0
228,18.9222240,72.8348382,46.08,9.99,3.0,20.0
229,18.9222249,72.8348393,46.15,9.92,3.0,20.0
230,18.9222259,72.8348403,46.23,9.95,3.0,20.0
231,18.9222268,72.8348414,46.34,10.06,3.0,20.0
232,18.9222278,72.8348424,46.41,10.08,3.0,20.0
233,18.9222287,72.8348435,46.54,10.06,3.0,20.0
234,18.9222297,72.8348446,46.45,10.06,3.0,20.0
235,18.9222307,72.8348456,46.33,9.94,3.0,20.0
236,18.9222316,72.8348467,46.43,9.98,3.0,20.0
237,18.9222326,72.8348477,46.52,9.95,3.0,20.0
238,18.9222335,72.8348488,46.40,9.91,3.0,20.0
239,18.9222345,72.8348499,46.52,10.07,3.0,20.0
240,18.9222354,72.8348509,46.66,10.00,3.0,20.0
241,18.9222364,72.8348520,46.74,9.98,3.0,20.0
242,18.9222373,72.8348531,46.63,9.95,3.0,20.0
243,18.9222383,72.8348541,46.65,10.00,3.0,20.0
244,18.9222392,72.8348552,46.51,10.00,3.0,20.0
245,18.9222402,72.8348563,46.47,9.90,3.0,20.0
246,18.9222412,72.8348573,46.34,9.97,3.0,20.0
247,18.9222421,72.8348584,46.48,10.05,3.0,20.0
248,18.9222431,72.8348595,46.43,10.02,3.0,20.0
249,18.9222440,72.8348605,46.57,10.00,3.0,20.0
250,18.9222450,72.8348616,46.43,10.06,3.0,20.0
251,18.9222459,72.8348626,46.49,10.07,3.0,20.0
252,18.9222469,72.8348637,46.58,10.09,3.0,20.0
253,18.9222478,72.8348648,46.67,9.95,3.0,20.0
254,18.9222488,72.8348658,46.52,9.95,3.0,20.0
255,18.9222497,72.8348669,46.50,9.96,3.0,20.0
256,18.9222507,72.8348680,46.50,9.95,3.0,20.0
257,18.9222517,72.8348690,46.54,9.95,3.0,20.0
258,18.9222526,72.8348701,46.53,9.92,3.0,20.0
259,18.9222536,72.8348712,46.56,10.09,3.0,20.0
260,18.9222545,72.8348722,46.65,9.97,3.0,20.0
261,18.9222555,72.8348733,46.76,10.07,3.0,20.0
262,18.9222564,72.8348744,46.74,10.08,3.0,20.0
263,18.9222574,72.8348754,46.63,9.92,3.0,20.0
264,18.9222583,72.8348765,46.74,9.97,3.0,20.0
265,18.9222593,72.8348776,46.64,10.05,3.0,20.0
266,18.9222602,72.8348786,46.59,9.92,3.0,20.0
267,18.9222612,72.8348797,46.54,9.97,3.0,20.0
268,18.9222621,72.8348808,46.57,9.93,3.0,20.0
269,18.9222631,72.8348818,46.71,10.01,3.0,20.0
270,18.9222640,72.8348829,46.64,9.99,3.0,20.0
271,18.9222650,72.8348840,46.76,9.91,3.0,20.0
272,18.9222659,72.8348850,46.70,9.94,3.0,20.0
273,18.9222669,72.8348861,46.73,10.09,3.0,20.0
274,18.9222678,72.8348872,46.74,10.01,3.0,20.0
275,18.9222688,72.8348882,46.60,10.04,3.0,20.0
276,18.9222698,72.8348893,46.49,9.94,3.0,20.0
277,18.9222707,72.8348904,46.53,10.01,3.0,20.0
278,18.9222717,72.8348914,46.42,9.95,3.0,20.0
279,18.9222726,72.8348925,46.29,10.08,3.0,20.0
280,18.9222736,72.8348935,46.43,9.99,3.0,20.0
281,18.9222745,72.8348946,46.50,10.09,3.0,20.0
282,18.9222755,72.8348957,46.64,9.90,3.0,20.0
283,18.9222764,72.8348967,46.54,10.05,3.0,20.0
284,18.9222774,72.8348978,46.65,9.96,3.0,20.0
285,18.9222783,72.8348989,46.51,9.97,3.0,20.0
286,18.9222793,72.8348999,46.53,10.08,3.0,20.0
287,18.9222803,72.8349010,46.39,9.96,3.0,20.0
288,18.9222812,72.8349021,46.29,9.93,3.0,20.0
289,18.9222822,72.8349031,46.25,10.06,3.0,20.0
290,18.9222831,72.8349042,46.20,9.92,3.0,20.0
291,18.9222841,72.8349052,46.33,9.90,3.0,20.0
292,18.9222851,72.8349063,46.26,10.09,3.0,20.0
293,18.9222860,72.8349074,46.24,9.95,3.0,20.0
294,18.9222870,72.8349084,46.30,9.97,3.0,20.0
295,18.9222879,72.8349095,46.33,9.96,3.0,20.0
296,18.9222889,72.8349105,46.29,10.05,3.0,20.0
297,18.9222898,72.8349116,46.36,10.03,3.0,20.0
298,18.9222908,72.8349127,46.42,9.96,3.0,20.0
299,18.9222918,72.8349137,46.34,9.92,3.0,20.0
300,18.9222927,72.8349148,46.28,10.01,3.0,20.0
301,18.9222937,72.8349158,46.17,9.91,3.0,20.0
302,18.9222946,72.8349169,46.13,9.98,3.0,20.0
303,18.9222956,72.8349180,46.10,10.05,3.0,20.0
304,18.9222966,72.8349190,46.01,10.04,3.0,20.0
305,18.9222975,72.8349201,45.99,9.96,3.0,20.0
306,18.9222985,72.8349211,46.14,9.98,3.0,20.0
307,18.9222995,72.8349222,46.13,10.04,3.0,20.0
308,18.9223004,72.8349232,46.02,10.03,3.0,20.0
309,18.9223014,72.8349243,45.88,9.97,3.0,20.0
310,18.9223023,72.8349253,45.86,9.98,3.0,20.0
311,18.9223033,72.8349264,45.73,10.08,3.0,20.0
312,18.9223043,72.8349274,45.63,10.04,3.0,20.0
313,18.9223053,72.8349285,45.51,10.06,3.0,20.0
314,18.9223062,72.8349295,45.54,9.95,3.0,20.0
315,18.9223072,72.8349306,45.52,10.01,3.0,20.0
316,18.9223082,72.8349316,45.37,9.99,3.0,20.0
317,18.9223092,72.8349327,45.29,9.97,3.0,20.0
318,18.9223101,72.8349337,45.42,9.91,3.0,20.0
319,18.9223111,72.8349348,45.38,9.92,3.0,20.0
320,18.9223121,72.8349358,45.47,9.99,3.0,20.0
321,18.9223130,72.8349368,45.44,10.05,3.0,20.0
322,18.9223140,72.8349379,45.54,10.09,3.0,20.0
323,18.9223150,72.8349389,45.66,9.93,3.0,20.0
324,18.9223160,72.8349400,45.66,10.01,3.0,20.0
325,18.9223169,72.8349410,45.72,9.96,3.0,20.0
326,18.9223179,72.8349421,45.62,10.00,3.0,20.0
327,18.9223189,72.8349431,45.73,10.10,3.0,20.0
328,18.9223198,72.8349442,45.78,9.90,3.0,20.0
329,18.9223208,72.8349452,45.83,9.99,3.0,20.0
330,18.9223218,72.8349463,45.93,10.08,3.0,20.0
331,18.9223227,72.8349474,45.94,10.06,3.0,20.0
332,18.9223237,72.8349484,46.03,10.10,3.0,20.0
333,18.9223247,72.8349495,46.17,9.97,3.0,20.0
334,18.9223256,72.8349505,46.13,10.08,3.0,20.0
335,18.9223266,72.8349516,46.26,9.96,3.0,20.0
336,18.9223275,72.8349526,46.39,10.01,3.0,20.0
337,18.9223285,72.8349537,46.27,10.07,3.0,20.0
338,18.9223294,72.8349548,46.34,10.05,3.0,20.0
339,18.9223304,72.8349558,46.36,9.96,3.0,20.0
340,18.9223314,72.8349569,46.26,9.97,3.0,20.0
341,18.9223323,72.8349579,46.19,9.98,3.0,20.0
342,18.9223333,72.8349590,46.10,10.04,3.0,20.0
343,18.9223342,72.8349601,46.21,10.01,3.0,20.0
344,18.9223352,72.8349611,46.21,9.91,3.0,20.0
345,18.9223362,72.8349622,46.06,9.94,3.0,20.0
346,18.9223371,72.8349632,46.16,10.07,3.0,20.0
347,18.9223381,72.8349643,46.13,10.07,3.0,20.0
348,18.9223391,72.8349653,46.22,10.09,3.0,20.0
349,18.9223400,72.8349664,46.28,10.07,3.0,20.0
350,18.9223410,72.8349675,46.24,9.92,3.0,20.0
351,18.9223419,72.8349685,46.38,9.92,3.0,20.0
352,18.9223429,72.8349696,46.23,9.99,3.0,20.0
353,18.9223438,72.8349706,46.34,10.09,3.0,20.0
354,18.9223448,72.8349717,46.33,9.95,3.0,20.0
355,18.9223458,72.8349728,46.25,10.06,3.0,20.0
356,18.9223467,72.8349738,46.22,9.94,3.0,20.0
357,18.9223477,72.8349749,46.22,9.96,3.0,20.0
358,18.9223486,72.8349759,46.34,10.09,3.0,20.0
359,18.9223496,72.8349770,46.48,10.03,3.0,20.0
360,18.9223506,72.8349781,46.55,9.96,3.0,20.0
361,18.9223515,72.8349791,46.60,9.95,3.0,20.0
362,18.9223525,72.8349802,46.49,10.06,3.0,20.0
363,18.9223534,72.8349813,46.45,9.99,3.0,20.0
364,18.9223544,72.8349823,46.39,9.98,3.0,20.0
365,18.9223553,72.8349834,46.29,10.03,3.0,20.0
366,18.9223563,72.8349844,46.21,9.91,3.0,20.0
367,18.9223573,72.8349855,46.18,9.98,3.0,20.0
368,18.9223582,72.8349866,46.12,10.07,3.0,20.0
369,18.9223592,72.8349876,46.14,10.00,3.0,20.0
370,18.9223601,72.8349887,46.03,9.96,3.0,20.0
371,18.9223611,72.8349897,46.14,9.93,3.0,20.0
372,18.9223621,72.8349908,46.17,9.95,3.0,20.0
373,18.9223630,72.8349918,46.08,10.00,3.0,20.0
374,18.9223640,72.8349929,46.07,9.96,3.0,20.0
375,18.9223649,72.8349940,46.11,9.97,3.0,20.0
376,18.9223659,72.8349950,45.97,9.96,3.0,20.0
377,18.9223669,72.8349961,46.11,9.96,3.0,20.0
378,18.9223678,72.8349971,46.06,10.00,3.0,20.0
379,18.9223688,72.8349982,46.07,10.07,3.0,20.0
380,18.9223698,72.8349992,46.05,9.95,3.0,20.0
381,18.9223707,72.8350003,46.16,9.96,3.0,20.0
382,18.9223717,72.8350014,46.08,9.91,3.0,20.0
383,18.9223726,72.8350024,46.07,9.92,3.0,20.0
384,18.9223736,72.8350035,46.21,10.03,3.0,20.0
385,18.9223746,72.8350045,46.18,9.92,3.0,20.0
386,18.9223755,72.8350056,46.03,9.98,3.0,20.0
387,18.9223765,72.8350066,46.01,9.95,3.0,20.0
388,18.9223775,72.8350077,45.97,10.06,3.0,20.0
389,18.9223784,72.8350087,45.94,10.02,3.0,20.0
390,18.9223794,72.8350098,46.01,9.94,3.0,20.0
391,18.9223804,72.8350109,45.90,10.01,3.0,20.0
392,18.9223813,72.8350119,45.77,10.02,3.0,20.0
393,18.9223823,72.8350130,45.77,10.03,3.0,20.0
394,18.9223833,72.8350140,45.77,9.92,3.0,20.0
395,18.9223842,72.8350151,45.77,10.02,3.0,20.0
396,18.9223852,72.8350161,45.67,9.96,3.0,20.0
397,18.9223862,72.8350172,45.57,10.04,3.0,20.0
398,18.9223871,72.8350182,45.54,10.07,3.0,20.0
399,18.9223881,72.8350192,45.44,9.97,3.0,20.0
400,18.9223891,72.8350203,45.44,10.02,3.0,20.0
401,18.9223901,72.8350213,45.37,9.99,3.0,20.0
402,18.9223910,72.8350224,45.34,10.04,3.0,20.0
403,18.9223920,72.8350234,45.24,10.08,3.0,20.0
404,18.9223930,72.8350245,45.18,10.08,3.0,20.0
405,18.9223940,72.8350255,45.13,10.03,3.0,20.0
406,18.9223949,72.8350265,45.04,9.95,3.0,20.0
407,18.9223959,72.8350276,45.16,10.10,3.0,20.0
408,18.9223969,72.8350286,45.17,9.91,3.0,20.0
409,18.9223979,72.8350297,45.25,10.03,3.0,20.0
410,18.9223989,72.8350307,45.13,9.91,3.0,20.0
411,18.9223998,72.8350317,45.24,9.90,3.0,20.0
412,18.9224008,72.8350328,45.21,9.95,3.0,20.0
413,18.9224018,72.8350338,45.10,9.91,3.0,20.0
414,18.9224028,72.8350349,45.24,10.00,3.0,20.0
415,18.9224037,72.8350359,45.38,10.06,3.0,20.0
416,18.9224047,72.8350370,45.51,10.09,3.0,20.0
417,18.9224057,72.8350380,45.46,9.95,3.0,20.0
418,18.9224067,72.8350390,45.31,10.05,3.0,20.0
419,18.9224076,72.8350401,45.33,9.90,3.0,20.0
420,18.9224086,72.8350411,45.20,9.94,3.0,20.0
421,18.9224096,72.8350422,45.25,10.07,3.0,20.0
422,18.9224106,72.8350432,45.37,10.02,3.0,20.0
423,18.9224115,72.8350443,45.39,10.03,3.0,20.0
424,18.9224125,72.8350453,45.24,9.99,3.0,20.0
425,18.9224135,72.8350463,45.17,10.03,3.0,20.0
426,18.9224145,72.8350474,45.25,10.09,3.0,20.0
427,18.9224155,72.8350484,45.24,9.98,3.0,20.0
428,18.9224164,72.8350495,45.36,10.06,3.0,20.0
429,18.9224174,72.8350505,45.41,10.08,3.0,20.0
430,18.9224184,72.8350516,45.50,9.95,3.0,20.0
431,18.9224193,72.8350526,45.51,10.04,3.0,20.0
432,18.9224203,72.8350536,45.47,10.01,3.0,20.0
433,18.9224213,72.8350547,45.45,9.93,3.0,20.0
434,18.9224223,72.8350557,45.58,10.01,3.0,20.0
435,18.9224232,72.8350568,45.43,10.07,3.0,20.0
436,18.9224242,72.8350578,45.35,9.94,3.0,20.0
437,18.9224252,72.8350589,45.32,9.92,3.0,20.0
438,18.9224262,72.8350599,45.44,10.01,3.0,20.0
439,18.9224271,72.8350610,45.30,10.03,3.0,20.0
440,18.9224281,72.8350620,45.42,9.94,3.0,20.0
441,18.9224291,72.8350630,45.36,9.91,3.0,20.0
442,18.9224301,72.8350641,45.44,9.91,3.0,20.0
443,18.9224310,72.8350651,45.40,10.00,3.0,20.0
444,18.9224320,72.8350662,45.41,10.02,3.0,20.0
445,18.9224330,72.8350672,45.38,10.02,3.0,20.0
446,18.9224340,72.8350683,45.27,10.03,3.0,20.0
447,18.9224349,72.8350693,45.39,9.99,3.0,20.0
448,18.9224359,72.8350704,45.27,10.06,3.0,20.0
449,18.9224369,72.8350714,45.41,9.97,3.0,20.0
450,18.9224379,72.8350724,45.49,10.02,3.0,20.0
451,18.9224388,72.8350735,45.41,9.98,3.0,20.0
452,18.9224398,72.8350745,45.44,9.90,3.0,20.0
453,18.9224408,72.8350756,45.35,9.97,3.0,20.0
454,18.9224418,72.8350766,45.47,10.04,3.0,20.0
455,18.9224427,72.8350777,45.50,9.91,3.0,20.0
456,18.9224437,72.8350787,45.45,9.97,3.0,20.0
457,18.9224447,72.8350798,45.43,9.99,3.0,20.0
458,18.9224456,72.8350808,45.49,10.01,3.0,20.0
459,18.9224466,72.8350818,45.54,10.01,3.0,20.0
460,18.9224476,72.8350829,45.55,9.91,3.0,20.0
461,18.9224486,72.8350839,45.70,10.09,3.0,20.0
462,18.9224495,72.8350850,45.65,10.01,3.0,20.0
463,18.9224505,72.8350860,45.71,9.93,3.0,20.0
464,18.9224515,72.8350871,45.64,10.05,3.0,20.0
