ping,lat,lon,heading,altitude,speed,depth
169,18.9221663,72.8347768,45.37,9.92,3.0,20.0
170,18.9221673,72.8347778,45.34,10.04,3.0,20.0
171,18.9221683,72.8347789,45.45,10.08,3.0,20.0
172,18.9221692,72.8347799,45.31,9.94,3.0,20.0
173,18.9221702,72.8347810,45.20,10.02,3.0,20.0
174,18.9221712,72.8347820,45.17,10.08,3.0,20.0
175,18.9221722,72.8347830,45.20,10.02,3.0,20.0
176,18.9221731,72.8347841,45.26,9.94,3.0,20.0
177,18.9221741,72.8347851,45.38,10.07,3.0,20.0
178,18.9221751,72.8347862,45.47,10.06,3.0,20.0
179,18.9221761,72.8347872,45.38,9.91,3.0,20.0
180,18.9221770,72.8347883,45.33,10.04,3.0,20.0
181,18.9221780,72.8347893,45.25,10.07,3.0,20.0
182,18.9221790,72.8347904,45.35,10.04,3.0,20.0
183,18.9221800,72.8347914,45.35,9.93,3.0,20.0
184,18.9221809,72.8347924,45.44,9.93,3.0,20.0
185,18.9221819,72.8347935,45.44,10.05,3.0,20.0
186,18.9221829,72.8347945,45.48,9.95,3.0,20.0
187,18.9221839,72.8347956,45.59,9.96,3.0,20.0
188,18.9221848,72.8347966,45.57,9.99,3.0,20.0
189,18.9221858,72.8347977,45.63,9.91,3.0,20.0
190,18.9221868,72.8347987,45.67,10.00,3.0,20.0
191,18.9221877,72.8347998,45.76,9.97,3.0,20.0
192,18.9221887,72.8348008,45.78,10.09,3.0,20.0
193,18.9221897,72.8348019,45.65,10.06,3.0,20.0
194,18.9221906,72.8348029,45.64,9.96,3.0,20.0
195,18.9221916,72.8348040,45.57,9.94,3.0,20.0
196,18.9221926,72.8348050,45.68,9.94,3.0,20.0
197,18.9221935,72.8348061,45.82,10.00,3.0,20.0
198,18.9221945,72.8348071,45.75,10.06,3.0,20.0
199,18.9221955,72.8348082,45.78,10.08,3.0,20.0
200,18.9221965,72.8348092,45.67,10.04,3.0,20.0
201,18.9221974,72.8348103,45.53,9.94,3.0,20.0
202,18.9221984,72.8348113,45.50,9.96,3.0,20.0
203,18.9221994,72.8348124,45.44,10.01,3.0,20.0
204,18.9222003,72.8348134,45.51,9.98,3.0,20.0
205,18.9222013,72.8348145,45.51,10.06,3.0,20.0
206,18.9222023,72.8348155,45.43,10.10,3.0,20.0
207,18.9222033,72.8348165,45.29,9.97,3.0,20.0
208,18.9222042,72.8348176,45.39,9.95,3.0,20.0
209,18.9222052,72.8348186,45.33,9.93,3.0,20.0
210,18.9222062,72.8348197,45.48,10.08,3.0,20.0
211,18.9222072,72.8348207,45.35,10.01,3.0,20.0
212,18.9222081,72.8348218,45.25,9.90,3.0,20.0
213,18.9222091,72.8348228,45.16,10.04,3.0,20.0
214,18.9222101,72.8348238,45.17,9.96,3.0,20.0
215,18.9222111,72.8348249,45.20,9.92,3.0,20.0
216,18.9222121,72.8348259,45.15,9.92,3.0,20.0
217,18.9222130,72.8348270,45.25,9.98,3.0,20.0
218,18.9222140,72.8348280,45.31,9.97,3.0,20.0
219,18.9222150,72.8348290,45.28,10.02,3.0,20.0
220,18.9222160,72.8348301,45.21,10.01,3.0,20.0
221,18.9222169,72.8348311,45.29,9.91,3.0,20.0
222,18.9222179,72.8348322,45.20,9.90,3.0,20.0
223,18.9222189,72.8348332,45.20,9.92,3.0,20.0
224,18.9222199,72.8348342,45.21,9.93,3.0,20.0
225,18.9222208,72.8348353,45.21,9.96,3.0,20.0
226,18.9222218,72.8348363,45.29,10.06,3.0,20.0
227,18.9222228,72.8348374,45.43,9.99,3.0,20.0
228,18.9222238,72.8348384,45.54,10.07,3.0,20.0
229,18.9222247,72.8348395,45.49,10.10,3.0,20.0
230,18.9222257,72.8348405,45.63,9.93,3.0,20.0
231,18.9222267,72.8348416,45.71,10.04,3.0,20.0
232,18.9222276,72.8348426,45.74,10.04,3.0,20.0
233,18.9222286,72.8348437,45.68,10.07,3.0,20.0
234,18.9222296,72.8348447,45.74,9.94,3.0,20.0
235,18.9222305,72.8348458,45.88,10.05,3.0,20.0
236,18.9222315,72.8348468,45.75,9.91,3.0,20.0
237,18.9222325,72.8348479,45.65,10.03,3.0,20.0
238,18.9222335,72.8348489,45.72,10.09,3.0,20.0
239,18.9222344,72.8348500,45.83,9.94,3.0,20.0
240,18.9222354,72.8348510,45.74,9.92,3.0,20.0
241,18.9222364,72.8348521,45.71,9.98,3.0,20.0
242,18.9222373,72.8348531,45.67,10.06,3.0,20.0
243,18.9222383,72.8348542,45.70,10.06,3.0,20.0
244,18.9222393,72.8348552,45.81,10.05,3.0,20.0
245,18.9222402,72.8348563,45.82,9.98,3.0,20.0
246,18.9222412,72.8348573,45.83,9.99,3.0,20.0
247,18.9222422,72.8348584,45.88,10.07,3.0,20.0
248,18.9222431,72.8348594,45.93,9.95,3.0,20.0
249,18.9222441,72.8348605,45.95,9.99,3.0,20.0
250,18.9222451,72.8348615,45.84,9.92,3.0,20.0
251,18.9222460,72.8348626,45.82,10.09,3.0,20.0
252,18.9222470,72.8348636,45.88,9.91,3.0,20.0
253,18.9222480,72.8348647,46.01,10.04,3.0,20.0
254,18.9222489,72.8348658,46.04,9.90,3.0,20.0
255,18.9222499,72.8348668,45.98,9.97,3.0,20.0
256,18.9222508,72.8348679,45.98,9.92,3.0,20.0
257,18.9222518,72.8348689,46.02,10.02,3.0,20.0
258,18.9222528,72.8348700,46.06,10.00,3.0,20.0
259,18.9222537,72.8348710,46.08,9.92,3.0,20.0
260,18.9222547,72.8348721,46.17,10.07,3.0,20.0
261,18.9222557,72.8348732,46.28,10.05,3.0,20.0
262,18.9222566,72.8348742,46.20,9.96,3.0,20.0
263,18.9222576,72.8348753,46.07,10.06,3.0,20.0
264,18.9222585,72.8348763,46.18,10.09,3.0,20.0
265,18.9222595,72.8348774,46.21,10.06,3.0,20.0
266,18.9222605,72.8348784,46.31,9.92,3.0,20.0
267,18.9222614,72.8348795,46.18,10.08,3.0,20.0
268,18.9222624,72.8348806,46.32,10.04,3.0,20.0
269,18.9222633,72.8348816,46.36,9.98,3.0,20.0
270,18.9222643,72.8348827,46.46,9.96,3.0,20.0
271,18.9222652,72.8348837,46.33,10.06,3.0,20.0
272,18.9222662,72.8348848,46.20,10.04,3.0,20.0
273,18.9222672,72.8348859,46.24,9.92,3.0,20.0
274,18.9222681,72.8348869,46.23,9.95,3.0,20.0
275,18.9222691,72.8348880,46.32,10.06,3.0,20.0
276,18.9222700,72.8348890,46.27,9.93,3.0,20.0
277,18.9222710,72.8348901,46.22,9.99,3.0,20.0
278,18.9222720,72.8348912,46.25,10.09,3.0,20.0
279,18.9222729,72.8348922,46.20,9.93,3.0,20.0
280,18.9222739,72.8348933,46.23,9.99,3.0,20.0
281,18.9222748,72.8348943,46.31,10.03,3.0,20.0
282,18.9222758,72.8348954,46.32,10.06,3.0,20.0
283,18.9222768,72.8348965,46.23,10.06,3.0,20.0
284,18.9222777,72.8348975,46.13,10.00,3.0,20.0
285,18.9222787,72.8348986,46.15,10.01,3.0,20.0
286,18.9222796,72.8348996,46.04,9.99,3.0,20.0
287,18.9222806,72.8349007,45.97,9.96,3.0,20.0
288,18.9222816,72.8349017,45.95,9.98,3.0,20.0
289,18.9222825,72.8349028,45.86,10.04,3.0,20.0
290,18.9222835,72.8349038,45.99,10.09,3.0,20.0
291,18.9222845,72.8349049,45.89,9.95,3.0,20.0
292,18.9222854,72.8349060,45.86,10.02,3.0,20.0
293,18.9222864,72.8349070,45.92,10.02,3.0,20.0
294,18.9222874,72.8349081,45.92,10.10,3.0,20.0
295,18.9222883,72.8349091,46.06,10.06,3.0,20.0
296,18.9222893,72.8349102,45.98,10.05,3.0,20.0
297,18.9222903,72.8349112,45.84,10.09,3.0,20.0
298,18.9222912,72.8349123,45.90,10.09,3.0,20.0
299,18.9222922,72.8349133,45.88,10.04,3.0,20.0
300,18.9222932,72.8349144,45.81,10.09,3.0,20.0
301,18.9222941,72.8349154,45.71,9.90,3.0,20.0
302,18.9222951,72.8349165,45.64,10.03,3.0,20.0
303,18.9222961,72.8349175,45.66,10.06,3.0,20.0
304,18.9222970,72.8349186,45.71,10.06,3.0,20.0
305,18.9222980,72.8349196,45.84,9.91,3.0,20.0
306,18.9222990,72.8349207,45.72,9.96,3.0,20.0
307,18.9222999,72.8349217,45.61,10.01,3.0,20.0
308,18.9223009,72.8349228,45.68,9.94,3.0,20.0
309,18.9223019,72.8349238,45.68,9.95,3.0,20.0
310,18.9223029,72.8349249,45.53,9.95,3.0,20.0
311,18.9223038,72.8349259,45.46,10.04,3.0,20.0
312,18.9223048,72.8349270,45.61,9.91,3.0,20.0
313,18.9223058,72.8349280,45.60,9.99,3.0,20.0
314,18.9223067,72.8349291,45.64,9.93,3.0,20.0
315,18.9223077,72.8349301,45.78,9.96,3.0,20.0
316,18.9223087,72.8349312,45.80,9.98,3.0,20.0
317,18.9223096,72.8349322,45.82,10.08,3.0,20.0
318,18.9223106,72.8349333,45.85,9.97,3.0,20.0
319,18.9223116,72.8349343,45.99,9.94,3.0,20.0
320,18.9223125,72.8349354,46.13,10.03,3.0,20.0
321,18.9223135,72.8349364,46.05,10.10,3.0,20.0
322,18.9223145,72.8349375,46.16,10.00,3.0,20.0
323,18.9223154,72.8349386,46.25,9.92,3.0,20.0
324,18.9223164,72.8349396,46.19,10.00,3.0,20.0
325,18.9223173,72.8349407,46.32,9.97,3.0,20.0
326,18.9223183,72.8349417,46.47,10.02,3.0,20.0
327,18.9223192,72.8349428,46.53,10.06,3.0,20.0
328,18.9223202,72.8349439,46.42,10.08,3.0,20.0
329,18.9223212,72.8349449,46.45,9.92,3.0,20.0
330,18.9223221,72.8349460,46.35,10.06,3.0,20.0
331,18.9223231,72.8349471,46.36,10.09,3.0,20.0
332,18.9223240,72.8349481,46.47,10.01,3.0,20.0
333,18.9223250,72.8349492,46.45,10.05,3.0,20.0
334,18.9223259,72.8349502,46.59,9.96,3.0,20.0
335,18.9223269,72.8349513,46.60,9.92,3.0,20.0
336,18.9223278,72.8349524,46.46,9.91,3.0,20.0
337,18.9223288,72.8349534,46.42,10.02,3.0,20.0
338,18.9223298,72.8349545,46.53,10.05,3.0,20.0
339,18.9223307,72.8349556,46.67,9.95,3.0,20.0
340,18.9223317,72.8349566,46.78,9.96,3.0,20.0
341,18.9223326,72.8349577,46.74,10.01,3.0,20.0
342,18.9223336,72.8349588,46.89,9.99,3.0,20.0
343,18.9223345,72.8349598,46.76,9.97,3.0,20.0
344,18.9223355,72.8349609,46.78,10.04,3.0,20.0
345,18.9223364,72.8349620,46.67,9.96,3.0,20.0
346,18.9223374,72.8349630,46.57,10.00,3.0,20.0
347,18.9223383,72.8349641,46.54,9.96,3.0,20.0
348,18.9223393,72.8349652,46.54,10.05,3.0,20.0
349,18.9223402,72.8349662,46.58,10.05,3.0,20.0
350,18.9223412,72.8349673,46.55,10.09,3.0,20.0
351,18.9223421,72.8349684,46.43,9.91,3.0,20.0
352,18.9223431,72.8349694,46.31,10.00,3.0,20.0
353,18.9223441,72.8349705,46.26,9.94,3.0,20.0
354,18.9223450,72.8349715,46.11,10.06,3.0,20.0
355,18.9223460,72.8349726,45.98,10.03,3.0,20.0
356,18.9223469,72.8349737,46.12,9.95,3.0,20.0
357,18.9223479,72.8349747,46.15,10.08,3.0,20.0
358,18.9223489,72.8349758,46.13,10.08,3.0,20.0
359,18.9223498,72.8349768,45.99,10.01,3.0,20.0
360,18.9223508,72.8349779,46.07,10.00,3.0,20.0
361,18.9223517,72.8349789,46.17,10.10,3.0,20.0
362,18.9223527,72.8349800,46.27,10.00,3.0,20.0
363,18.9223537,72.8349811,46.33,10.07,3.0,20.0
364,18.9223546,72.8349821,46.37,9.91,3.0,20.0
365,18.9223556,72.8349832,46.28,10.02,3.0,20.0
366,18.9223565,72.8349842,46.16,9.93,3.0,20.0
367,18.9223575,72.8349853,46.30,10.00,3.0,20.0
368,18.9223585,72.8349864,46.45,10.07,3.0,20.0
369,18.9223594,72.8349874,46.54,9.98,3.0,20.0
370,18.9223604,72.8349885,46.46,9.91,3.0,20.0
371,18.9223613,72.8349895,46.37,10.00,3.0,20.0
372,18.9223623,72.8349906,46.41,9.93,3.0,20.0
373,18.9223632,72.8349917,46.39,9.97,3.0,20.0
374,18.9223642,72.8349927,46.51,9.96,3.0,20.0
375,18.9223651,72.8349938,46.61,10.03,3.0,20.0
376,18.9223661,72.8349949,46.74,9.96,3.0,20.0
377,18.9223670,72.8349959,46.67,10.00,3.0,20.0
378,18.9223680,72.8349970,46.60,10.02,3.0,20.0
379,18.9223690,72.8349981,46.73,10.01,3.0,20.0
380,18.9223699,72.8349991,46.64,9.91,3.0,20.0
381,18.9223709,72.8350002,46.68,9.99,3.0,20.0
382,18.9223718,72.8350013,46.53,9.97,3.0,20.0
383,18.9223728,72.8350023,46.62,10.03,3.0,20.0
384,18.9223737,72.8350034,46.57,10.09,3.0,20.0
385,18.9223747,72.8350045,46.72,9.91,3.0,20.0
386,18.9223756,72.8350055,46.64,10.02,3.0,20.0
387,18.9223766,72.8350066,46.59,9.94,3.0,20.0
388,18.9223775,72.8350077,46.68,10.08,3.0,20.0
389,18.9223785,72.8350087,46.68,10.09,3.0,20.0
390,18.9223794,72.8350098,46.70,10.03,3.0,20.0
391,18.9223804,72.8350109,46.70,10.06,3.0,20.0
392,18.9223813,72.8350119,46.82,10.00,3.0,20.0
393,18.9223823,72.8350130,46.82,10.06,3.0,20.0
394,18.9223832,72.8350141,46.92,10.03,3.0,20.0
395,18.9223842,72.8350151,46.82,9.93,3.0,20.0
396,18.9223851,72.8350162,46.78,9.91,3.0,20.0
397,18.9223861,72.8350173,46.73,9.97,3.0,20.0
398,18.9223870,72.8350184,46.62,9.93,3.0,20.0
399,18.9223880,72.8350194,46.66,10.08,3.0,20.0
400,18.9223889,72.8350205,46.58,10.04,3.0,20.0
401,18.9223899,72.8350215,46.55,9.90,3.0,20.0
402,18.9223908,72.8350226,46.68,9.92,3.0,20.0
403,18.9223918,72.8350237,46.68,9.90,3.0,20.0
404,18.9223927,72.8350247,46.61,9.97,3.0,20.0
405,18.9223937,72.8350258,46.57,10.00,3.0,20.0
406,18.9223947,72.8350269,46.71,10.02,3.0,20.0
407,18.9223956,72.8350279,46.70,10.07,3.0,20.0
408,18.9223966,72.8350290,46.69,10.04,3.0,20.0
409,18.9223975,72.8350301,46.67,10.05,3.0,20.0
410,18.9223985,72.8350311,46.55,9.93,3.0,20.0
411,18.9223994,72.8350322,46.61,10.05,3.0,20.0
412,18.9224004,72.8350333,46.57,9.91,3.0,20.0
413,18.9224013,72.8350343,46.60,9.92,3.0,20.0
414,18.9224023,72.8350354,46.57,10.06,3.0,20.0
415,18.9224032,72.8350365,46.66,10.06,3.0,20.0
416,18.9224042,72.8350375,46.54,10.05,3.0,20.0
417,18.9224051,72.8350386,46.40,10.10,3.0,20.0
418,18.9224061,72.8350397,46.47,10.05,3.0,20.0
419,18.9224070,72.8350407,46.58,10.06,3.0,20.0
420,18.9224080,72.8350418,46.66,10.09,3.0,20.0
421,18.9224090,72.8350429,46.53,9.92,3.0,20.0
422,18.9224099,72.8350439,46.59,9.92,3.0,20.0
423,18.9224109,72.8350450,46.68,9.98,3.0,20.0
424,18.9224118,72.8350461,46.75,9.92,3.0,20.0
425,18.9224128,72.8350471,46.77,10.04,3.0,20.0
426,18.9224137,72.8350482,46.84,9.94,3.0,20.0
427,18.9224147,72.8350493,46.76,10.07,3.0,20.0
428,18.9224156,72.8350503,46.85,10.00,3.0,20.0
429,18.9224166,72.8350514,46.71,10.04,3.0,20.0
430,18.9224175,72.8350525,46.78,10.03,3.0,20.0
431,18.9224185,72.8350535,46.92,10.03,3.0,20.0
432,18.9224194,72.8350546,47.02,9.95,3.0,20.0
433,18.9224204,72.8350557,46.96,10.10,3.0,20.0
434,18.9224213,72.8350568,47.11,9.92,3.0,20.0
435,18.9224222,72.8350578,47.14,10.04,3.0,20.0
436,18.9224232,72.8350589,47.18,9.98,3.0,20.0
437,18.9224241,72.8350600,47.13,10.08,3.0,20.0
438,18.9224251,72.8350611,47.02,9.92,3.0,20.0
439,18.9224260,72.8350621,47.10,9.90,3.0,20.0
440,18.9224270,72.8350632,47.06,10.01,3.0,20.0
441,18.9224279,72.8350643,47.12,9.95,3.0,20.0
442,18.9224289,72.8350654,47.16,10.03,3.0,20.0
443,18.9224298,72.8350664,47.25,9.99,3.0,20.0
444,18.9224307,72.8350675,47.38,9.99,3.0,20.0
445,18.9224317,72.8350686,47.51,9.98,3.0,20.0
446,18.9224326,72.8350697,47.58,9.96,3.0,20.0
447,18.9224335,72.8350708,47.61,10.05,3.0,20.0
448,18.9224345,72.8350718,47.48,10.05,3.0,20.0
449,18.9224354,72.8350729,47.36,10.06,3.0,20.0
450,18.9224364,72.8350740,47.25,9.95,3.0,20.0
451,18.9224373,72.8350751,47.20,9.95,3.0,20.0
452,18.9224382,72.8350762,47.23,9.97,3.0,20.0
453,18.9224392,72.8350772,47.32,9.98,3.0,20.0
454,18.9224401,72.8350783,47.41,9.96,3.0,20.0
455,18.9224411,72.8350794,47.42,10.02,3.0,20.0
456,18.9224420,72.8350805,47.37,10.06,3.0,20.0
457,18.9224429,72.8350816,47.41,10.01,3.0,20.0
458,18.9224439,72.8350826,47.46,9.95,3.0,20.0
459,18.9224448,72.8350837,47.41,10.08,3.0,20.0
460,18.9224458,72.8350848,47.46,9.99,3.0,20.0
461,18.9224467,72.8350859,47.61,10.09,3.0,20.0
462,18.9224476,72.8350870,47.68,9.92,3.0,20.0
463,18.9224486,72.8350880,47.64,9.98,3.0,20.0
464,18.9224495,72.8350891,47.66,9.96,3.0,20.0
