ping,lat,lon,heading,altitude,speed,depth
63,18.9220637,72.8346654,44.52,9.92,3.0,20.0
64,18.9220647,72.8346664,44.42,10.09,3.0,20.0
65,18.9220657,72.8346675,44.41,10.01,3.0,20.0
66,18.9220667,72.8346685,44.38,9.90,3.0,20.0
67,18.9220676,72.8346695,44.26,9.95,3.0,20.0
68,18.9220686,72.8346705,44.14,9.98,3.0,20.0
69,18.9220696,72.8346716,44.11,10.05,3.0,20.0
70,18.9220706,72.8346726,43.97,10.03,3.0,20.0
71,18.9220716,72.8346736,43.89,10.03,3.0,20.0
72,18.9220726,72.8346746,43.85,9.91,3.0,20.0
73,18.9220736,72.8346756,43.91,9.91,3.0,20.0
74,18.9220746,72.8346766,44.01,9.96,3.0,20.0
75,18.9220756,72.8346777,43.89,10.02,3.0,20.0
76,18.9220766,72.8346787,43.94,10.10,3.0,20.0
77,18.9220776,72.8346797,43.86,9.92,3.0,20.0
78,18.9220786,72.8346807,43.99,9.95,3.0,20.0
79,18.9220796,72.8346817,44.02,10.01,3.0,20.0
80,18.9220806,72.8346828,44.17,10.02,3.0,20.0
81,18.9220816,72.8346838,44.26,9.94,3.0,20.0
82,18.9220826,72.8346848,44.35,10.00,3.0,20.0
83,18.9220836,72.8346858,44.43,10.03,3.0,20.0
84,18.9220846,72.8346869,44.32,9.98,3.0,20.0
85,18.9220856,72.8346879,44.35,9.94,3.0,20.0
86,18.9220866,72.8346889,44.30,9.96,3.0,20.0
87,18.9220876,72.8346899,44.29,10.08,3.0,20.0
88,18.9220886,72.8346910,44.42,10.03,3.0,20.0
89,18.9220896,72.8346920,44.47,10.09,3.0,20.0
90,18.9220905,72.8346930,44.58,10.02,3.0,20.0
91,18.9220915,72.8346940,44.44,9.97,3.0,20.0
92,18.9220925,72.8346951,44.37,10.02,3.0,20.0
93,18.9220935,72.8346961,44.34,9.93,3.0,20.0
94,18.9220945,72.8346971,44.39,9.98,3.0,20.0
95,18.9220955,72.8346981,44.38,10.08,3.0,20.0
96,18.9220965,72.8346992,44.48,9.93,3.0,20.0
97,18.9220975,72.8347002,44.48,10.04,3.0,20.0
98,18.9220985,72.8347012,44.39,9.97,3.0,20.0
99,18.9220995,72.8347023,44.48,10.09,3.0,20.0
100,18.9221004,72.8347033,44.54,9.98,3.0,20.0
101,18.9221014,72.8347043,44.59,10.08,3.0,20.0
102,18.9221024,72.8347053,44.47,9.91,3.0,20.0
103,18.9221034,72.8347064,44.50,10.09,3.0,20.0
104,18.9221044,72.8347074,44.63,9.95,3.0,20.0
105,18.9221054,72.8347084,44.59,10.05,3.0,20.0
106,18.9221064,72.8347095,44.56,9.93,3.0,20.0
107,18.9221074,72.8347105,44.55,10.02,3.0,20.0
108,18.9221084,72.8347115,44.49,10.05,3.0,20.0
109,18.9221093,72.8347125,44.51,9.99,3.0,20.0
110,18.9221103,72.8347136,44.44,10.09,3.0,20.0
111,18.9221113,72.8347146,44.31,9.96,3.0,20.0
112,18.9221123,72.8347156,44.27,9.99,3.0,20.0
113,18.9221133,72.8347166,44.20,10.08,3.0,20.0
114,18.9221143,72.8347177,44.13,10.06,3.0,20.0
115,18.9221153,72.8347187,44.15,10.05,3.0,20.0
116,18.9221163,72.8347197,44.26,9.99,3.0,20.0
117,18.9221173,72.8347207,44.12,9.98,3.0,20.0
118,18.9221183,72.8347217,43.97,9.90,3.0,20.0
119,18.9221193,72.8347228,43.85,9.92,3.0,20.0
120,18.9221203,72.8347238,43.96,10.05,3.0,20.0
121,18.9221213,72.8347248,43.89,9.92,3.0,20.0
122,18.9221223,72.8347258,43.75,9.99,3.0,20.0
123,18.9221233,72.8347268,43.73,10.08,3.0,20.0
124,18.9221243,72.8347278,43.70,10.01,3.0,20.0
125,18.9221253,72.8347288,43.73,9.94,3.0,20.0
126,18.9221263,72.8347299,43.65,9.94,3.0,20.0
127,18.9221273,72.8347309,43.61,10.02,3.0,20.0
128,18.9221283,72.8347319,43.58,10.07,3.0,20.0
129,18.9221293,72.8347329,43.62,9.94,3.0,20.0
130,18.9221303,72.8347339,43.57,10.08,3.0,20.0
131,18.9221313,72.8347349,43.42,9.98,3.0,20.0
132,18.9221323,72.8347359,43.41,9.93,3.0,20.0
133,18.9221334,72.8347369,43.49,10.09,3.0,20.0
134,18.9221344,72.8347379,43.43,9.98,3.0,20.0
135,18.9221354,72.8347389,43.36,10.04,3.0,20.0
136,18.9221364,72.8347400,43.21,9.99,3.0,20.0
137,18.9221374,72.8347410,43.09,10.04,3.0,20.0
138,18.9221384,72.8347420,43.12,10.01,3.0,20.0
139,18.9221394,72.8347430,43.17,9.93,3.0,20.0
140,18.9221404,72.8347440,43.30,10.07,3.0,20.0
141,18.9221414,72.8347450,43.23,10.01,3.0,20.0
142,18.9221424,72.8347460,43.24,10.08,3.0,20.0
143,18.9221435,72.8347470,43.28,10.00,3.0,20.0
144,18.9221445,72.8347480,43.18,9.96,3.0,20.0
145,18.9221455,72.8347490,43.19,9.90,3.0,20.0
146,18.9221465,72.8347500,43.15,9.97,3.0,20.0
147,18.9221475,72.8347510,43.19,10.03,3.0,20.0
148,18.9221485,72.8347520,43.07,9.96,3.0,20.0
149,18.9221495,72.8347530,43.17,9.91,3.0,20.0
150,18.9221505,72.8347540,43.13,9.92,3.0,20.0
151,18.9221516,72.8347550,43.06,10.09,3.0,20.0
152,18.9221526,72.8347560,43.05,10.08,3.0,20.0
153,18.9221536,72.8347570,42.92,10.02,3.0,20.0
154,18.9221546,72.8347580,42.93,9.95,3.0,20.0
155,18.9221556,72.8347590,43.01,9.93,3.0,20.0
156,18.9221566,72.8347600,43.05,10.03,3.0,20.0
157,18.9221576,72.8347610,42.92,10.02,3.0,20.0
158,18.9221587,72.8347620,42.86,10.08,3.0,20.0
159,18.9221597,72.8347630,42.99,9.96,3.0,20.0
160,18.9221607,72.8347640,43.11,9.98,3.0,20.0
161,18.9221617,72.8347650,43.10,10.01,3.0,20.0
162,18.9221627,72.8347660,43.16,10.02,3.0,20.0
163,18.9221637,72.8347670,43.30,9.96,3.0,20.0
164,18.9221647,72.8347680,43.40,9.92,3.0,20.0
165,18.9221657,72.8347690,43.39,9.92,3.0,20.0
166,18.9221668,72.8347700,43.30,10.09,3.0,20.0
167,18.9221678,72.8347710,43.21,10.08,3.0,20.0
168,18.9221688,72.8347720,43.26,9.98,3.0,20.0
169,18.9221698,72.8347731,43.26,10.01,3.0,20.0
170,18.9221708,72.8347741,43.20,9.97,3.0,20.0
171,18.9221718,72.8347751,43.26,10.03,3.0,20.0
172,18.9221728,72.8347761,43.15,9.97,3.0,20.0
173,18.9221738,72.8347771,43.16,10.07,3.0,20.0
174,18.9221748,72.8347781,43.04,10.06,3.0,20.0
175,18.9221759,72.8347791,43.11,10.01,3.0,20.0
176,18.9221769,72.8347801,42.99,9.95,3.0,20.0
177,18.9221779,72.8347811,43.07,10.03,3.0,20.0
178,18.9221789,72.8347821,42.97,10.01,3.0,20.0
179,18.9221799,72.8347831,42.92,10.06,3.0,20.0
180,18.9221809,72.8347841,42.80,9.96,3.0,20.0
181,18.9221820,72.8347851,42.70,10.04,3.0,20.0
182,18.9221830,72.8347861,42.80,10.09,3.0,20.0
183,18.9221840,72.8347871,42.78,10.01,3.0,20.0
184,18.9221850,72.8347881,42.91,10.09,3.0,20.0
185,18.9221860,72.8347891,42.95,9.94,3.0,20.0
186,18.9221870,72.8347901,42.95,10.03,3.0,20.0
187,18.9221881,72.8347911,43.05,9.93,3.0,20.0
188,18.9221891,72.8347921,43.12,10.04,3.0,20.0
189,18.9221901,72.8347931,43.05,9.94,3.0,20.0
190,18.9221911,72.8347941,43.19,9.97,3.0,20.0
191,18.9221921,72.8347951,43.19,9.95,3.0,20.0
192,18.9221931,72.8347961,43.04,10.00,3.0,20.0
193,18.9221941,72.8347971,43.09,9.95,3.0,20.0
194,18.9221951,72.8347981,43.06,10.06,3.0,20.0
195,18.9221962,72.8347991,43.03,9.98,3.0,20.0
196,18.9221972,72.8348001,42.97,10.01,3.0,20.0
197,18.9221982,72.8348011,43.12,9.95,3.0,20.0
198,18.9221992,72.8348021,43.11,9.95,3.0,20.0
199,18.9222002,72.8348031,43.01,9.97,3.0,20.0
200,18.9222012,72.8348041,43.01,10.02,3.0,20.0
201,18.9222022,72.8348051,43.04,10.04,3.0,20.0
202,18.9222033,72.8348061,42.94,9.93,3.0,20.0
203,18.9222043,72.8348071,42.86,9.92,3.0,20.0
204,18.9222053,72.8348081,42.77,9.93,3.0,20.0
205,18.9222063,72.8348091,42.86,10.00,3.0,20.0
206,18.9222073,72.8348101,42.95,10.05,3.0,20.0
207,18.9222083,72.8348111,42.95,10.09,3.0,20.0
208,18.9222094,72.8348121,42.96,9.96,3.0,20.0
209,18.9222104,72.8348131,43.05,9.96,3.0,20.0
210,18.9222114,72.8348141,43.03,10.03,3.0,20.0
211,18.9222124,72.8348151,43.05,9.94,3.0,20.0
212,18.9222134,72.8348161,42.96,10.09,3.0,20.0
213,18.9222144,72.8348171,43.01,10.08,3.0,20.0
214,18.9222154,72.8348181,42.87,9.92,3.0,20.0
215,18.9222165,72.8348191,42.92,10.05,3.0,20.0
216,18.9222175,72.8348201,43.02,9.94,3.0,20.0
217,18.9222185,72.8348211,43.14,9.93,3.0,20.0
218,18.9222195,72.8348221,43.07,10.00,3.0,20.0
219,18.9222205,72.8348231,43.05,9.99,3.0,20.0
220,18.9222215,72.8348241,42.96,9.97,3.0,20.0
221,18.9222225,72.8348251,43.01,10.10,3.0,20.0
222,18.9222236,72.8348261,42.94,10.01,3.0,20.0
223,18.9222246,72.8348271,42.81,10.05,3.0,20.0
224,18.9222256,72.8348281,42.89,9.98,3.0,20.0
225,18.9222266,72.8348291,43.01,9.96,3.0,20.0
226,18.9222276,72.8348301,42.97,10.04,3.0,20.0
227,18.9222286,72.8348311,43.10,9.99,3.0,20.0
228,18.9222296,72.8348321,42.98,10.09,3.0,20.0
229,18.9222307,72.8348331,42.90,9.98,3.0,20.0
230,18.9222317,72.8348341,42.95,9.97,3.0,20.0
231,18.9222327,72.8348351,43.01,9.96,3.0,20.0
232,18.9222337,72.8348361,42.93,9.99,3.0,20.0
233,18.9222347,72.8348371,42.82,9.91,3.0,20.0
234,18.9222357,72.8348381,42.88,9.95,3.0,20.0
235,18.9222368,72.8348391,42.94,9.98,3.0,20.0
236,18.9222378,72.8348401,42.86,9.95,3.0,20.0
237,18.9222388,72.8348410,42.84,10.09,3.0,20.0
238,18.9222398,72.8348420,42.90,9.94,3.0,20.0
239,18.9222408,72.8348430,42.94,10.03,3.0,20.0
240,18.9222418,72.8348440,42.84,10.04,3.0,20.0
241,18.9222429,72.8348450,42.82,10.10,3.0,20.0
242,18.9222439,72.8348460,42.88,9.94,3.0,20.0
243,18.9222449,72.8348470,42.76,10.06,3.0,20.0
244,18.9222459,72.8348480,42.78,9.98,3.0,20.0
245,18.9222469,72.8348490,42.66,10.10,3.0,20.0
246,18.9222480,72.8348500,42.80,9.94,3.0,20.0
247,18.9222490,72.8348510,42.83,9.97,3.0,20.0
248,18.9222500,72.8348520,42.93,10.03,3.0,20.0
249,18.9222510,72.8348530,43.03,10.06,3.0,20.0
250,18.9222520,72.8348540,43.17,10.02,3.0,20.0
251,18.9222530,72.8348550,43.14,10.01,3.0,20.0
252,18.9222540,72.8348560,43.00,9.93,3.0,20.0
253,18.9222551,72.8348570,42.89,9.97,3.0,20.0
254,18.9222561,72.8348580,42.76,10.07,3.0,20.0
255,18.9222571,72.8348590,42.71,9.91,3.0,20.0
256,18.9222581,72.8348600,42.61,10.07,3.0,20.0
257,18.9222591,72.8348610,42.54,10.01,3.0,20.0
258,18.9222602,72.8348620,42.57,9.93,3.0,20.0
259,18.9222612,72.8348630,42.54,10.05,3.0,20.0
260,18.9222622,72.8348640,42.42,9.98,3.0,20.0
261,18.9222632,72.8348650,42.47,10.02,3.0,20.0
262,18.9222643,72.8348660,42.54,9.98,3.0,20.0
263,18.9222653,72.8348669,42.53,10.10,3.0,20.0
264,18.9222663,72.8348679,42.53,10.06,3.0,20.0
265,18.9222673,72.8348689,42.63,10.05,3.0,20.0
266,18.9222683,72.8348699,42.61,9.99,3.0,20.0
267,18.9222694,72.8348709,42.68,9.95,3.0,20.0
268,18.9222704,72.8348719,42.71,10.00,3.0,20.0
269,18.9222714,72.8348729,42.75,10.08,3.0,20.0
270,18.9222724,72.8348739,42.79,10.06,3.0,20.0
271,18.9222734,72.8348749,42.90,9.94,3.0,20.0
272,18.9222745,72.8348759,42.77,10.01,3.0,20.0
273,18.9222755,72.8348769,42.88,10.03,3.0,20.0
274,18.9222765,72.8348779,42.99,10.02,3.0,20.0
275,18.9222775,72.8348789,43.06,9.91,3.0,20.0
276,18.9222785,72.8348799,43.14,9.91,3.0,20.0
277,18.9222795,72.8348809,43.00,10.00,3.0,20.0
278,18.9222805,72.8348819,43.14,10.09,3.0,20.0
279,18.9222815,72.8348829,43.00,10.10,3.0,20.0
280,18.9222826,72.8348839,42.92,9.91,3.0,20.0
281,18.9222836,72.8348849,42.82,10.10,3.0,20.0
282,18.9222846,72.8348859,42.73,10.09,3.0,20.0
283,18.9222856,72.8348869,42.82,9.99,3.0,20.0
284,18.9222866,72.8348879,42.75,9.95,3.0,20.0
285,18.9222877,72.8348889,42.89,9.98,3.0,20.0
286,18.9222887,72.8348899,42.94,9.94,3.0,20.0
287,18.9222897,72.8348909,42.81,9.99,3.0,20.0
288,18.9222907,72.8348919,42.81,9.95,3.0,20.0
289,18.9222917,72.8348929,42.80,9.92,3.0,20.0
290,18.9222927,72.8348939,42.91,9.98,3.0,20.0
291,18.9222938,72.8348949,42.83,10.05,3.0,20.0
292,18.9222948,72.8348959,42.84,10.10,3.0,20.0
293,18.9222958,72.8348969,42.91,10.10,3.0,20.0
294,18.9222968,72.8348979,42.82,9.92,3.0,20.0
295,18.9222978,72.8348989,42.87,9.97,3.0,20.0
296,18.9222988,72.8348999,42.75,9.95,3.0,20.0
297,18.9222999,72.8349008,42.62,9.97,3.0,20.0
298,18.9223009,72.8349018,42.68,9.97,3.0,20.0
299,18.9223019,72.8349028,42.58,10.10,3.0,20.0
300,18.9223029,72.8349038,42.59,10.06,3.0,20.0
301,18.9223040,72.8349048,42.58,9.99,3.0,20.0
302,18.9223050,72.8349058,42.49,9.97,3.0,20.0
303,18.9223060,72.8349068,42.63,10.01,3.0,20.0
304,18.9223070,72.8349078,42.52,10.04,3.0,20.0
305,18.9223080,72.8349088,42.60,9.94,3.0,20.0
306,18.9223091,72.8349098,42.50,10.05,3.0,20.0
307,18.9223101,72.8349108,42.44,10.07,3.0,20.0
308,18.9223111,72.8349118,42.54,9.94,3.0,20.0
309,18.9223121,72.8349127,42.40,10.00,3.0,20.0
310,18.9223132,72.8349137,42.27,10.02,3.0,20.0
311,18.9223142,72.8349147,42.34,9.98,3.0,20.0
312,18.9223152,72.8349157,42.29,9.93,3.0,20.0
313,18.9223162,72.8349167,42.42,10.07,3.0,20.0
314,18.9223173,72.8349177,42.48,10.02,3.0,20.0
315,18.9223183,72.8349187,42.59,9.91,3.0,20.0
316,18.9223193,72.8349197,42.50,10.02,3.0,20.0
317,18.9223203,72.8349207,42.42,9.93,3.0,20.0
318,18.9223214,72.8349217,42.37,10.01,3.0,20.0
319,18.9223224,72.8349226,42.42,10.07,3.0,20.0
320,18.9223234,72.8349236,42.55,10.10,3.0,20.0
321,18.9223244,72.8349246,42.61,9.91,3.0,20.0
322,18.9223254,72.8349256,42.69,10.08,3.0,20.0
323,18.9223265,72.8349266,42.59,10.08,3.0,20.0
324,18.9223275,72.8349276,42.70,9.99,3.0,20.0
325,18.9223285,72.8349286,42.56,9.99,3.0,20.0
326,18.9223295,72.8349296,42.54,9.93,3.0,20.0
327,18.9223305,72.8349306,42.67,10.06,3.0,20.0
328,18.9223316,72.8349316,42.72,9.98,3.0,20.0
329,18.9223326,72.8349326,42.81,9.95,3.0,20.0
330,18.9223336,72.8349336,42.81,9.91,3.0,20.0
331,18.9223346,72.8349346,42.91,9.95,3.0,20.0
332,18.9223356,72.8349356,42.86,10.07,3.0,20.0
333,18.9223366,72.8349366,42.93,10.01,3.0,20.0
334,18.9223377,72.8349376,42.85,10.01,3.0,20.0
335,18.9223387,72.8349386,42.76,10.08,3.0,20.0
336,18.9223397,72.8349396,42.69,10.07,3.0,20.0
337,18.9223407,72.8349405,42.67,9.97,3.0,20.0
338,18.9223417,72.8349415,42.73,9.93,3.0,20.0
339,18.9223428,72.8349425,42.66,9.95,3.0,20.0
340,18.9223438,72.8349435,42.81,9.99,3.0,20.0
341,18.9223448,72.8349445,42.67,10.04,3.0,20.0
342,18.9223458,72.8349455,42.52,9.94,3.0,20.0
343,18.9223468,72.8349465,42.62,10.07,3.0,20.0
344,18.9223479,72.8349475,42.67,9.96,3.0,20.0
345,18.9223489,72.8349485,42.53,9.94,3.0,20.0
346,18.9223499,72.8349495,42.41,9.92,3.0,20.0
347,18.9223509,72.8349505,42.46,10.02,3.0,20.0
348,18.9223520,72.8349515,42.34,9.95,3.0,20.0
349,18.9223530,72.8349525,42.38,10.06,3.0,20.0
350,18.9223540,72.8349534,42.33,9.93,3.0,20.0
351,18.9223550,72.8349544,42.22,10.04,3.0,20.0
352,18.9223561,72.8349554,42.29,10.08,3.0,20.0
353,18.9223571,72.8349564,42.40,9.99,3.0,20.0
354,18.9223581,72.8349574,42.28,9.99,3.0,20.0
355,18.9223591,72.8349584,42.39,10.10,3.0,20.0
356,18.9223602,72.8349594,42.36,9.96,3.0,20.0
357,18.9223612,72.8349604,42.50,10.02,3.0,20.0
358,18.9223622,72.8349613,42.37,10.06,3.0,20.0
359,18.9223632,72.8349623,42.26,10.06,3.0,20.0
360,18.9223643,72.8349633,42.33,10.08,3.0,20.0
361,18.9223653,72.8349643,42.34,9.92,3.0,20.0
362,18.9223663,72.8349653,42.19,9.90,3.0,20.0
363,18.9223673,72.8349663,42.16,10.03,3.0,20.0
364,18.9223684,72.8349673,42.17,9.93,3.0,20.0
365,18.9223694,72.8349682,42.28,9.91,3.0,20.0
366,18.9223704,72.8349692,42.27,10.07,3.0,20.0
367,18.9223715,72.8349702,42.26,9.95,3.0,20.0
368,18.9223725,72.8349712,42.24,10.02,3.0,20.0
369,18.9223735,72.8349722,42.25,10.00,3.0,20.0
370,18.9223745,72.8349732,42.22,10.01,3.0,20.0
371,18.9223756,72.8349742,42.26,10.05,3.0,20.0
372,18.9223766,72.8349751,42.17,10.01,3.0,20.0
373,18.9223776,72.8349761,42.13,9.95,3.0,20.0
374,18.9223787,72.8349771,42.00,9.90,3.0,20.0
375,18.9223797,72.8349781,41.88,10.08,3.0,20.0
376,18.9223807,72.8349791,42.02,10.02,3.0,20.0
377,18.9223817,72.8349801,42.01,9.99,3.0,20.0
378,18.9223828,72.8349810,42.06,9.96,3.0,20.0
379,18.9223838,72.8349820,42.15,9.93,3.0,20.0
380,18.9223848,72.8349830,42.20,9.99,3.0,20.0
381,18.9223859,72.8349840,42.25,9.93,3.0,20.0
382,18.9223869,72.8349850,42.23,9.93,3.0,20.0
383,18.9223879,72.8349860,42.26,10.01,3.0,20.0
384,18.9223889,72.8349870,42.38,10.02,3.0,20.0
385,18.9223900,72.8349879,42.24,9.93,3.0,20.0
386,18.9223910,72.8349889,42.28,10.06,3.0,20.0
387,18.9223920,72.8349899,42.28,10.02,3.0,20.0
388,18.9223930,72.8349909,42.21,9.96,3.0,20.0
389,18.9223941,72.8349919,42.27,9.91,3.0,20.0
390,18.9223951,72.8349929,42.23,9.97,3.0,20.0
391,18.9223961,72.8349939,42.28,10.00,3.0,20.0
392,18.9223972,72.8349948,42.40,10.03,3.0,20.0
393,18.9223982,72.8349958,42.28,10.07,3.0,20.0
394,18.9223992,72.8349968,42.24,10.00,3.0,20.0
395,18.9224002,72.8349978,42.10,10.08,3.0,20.0
396,18.9224013,72.8349988,42.15,10.02,3.0,20.0
397,18.9224023,72.8349998,42.04,10.00,3.0,20.0
398,18.9224033,72.8350008,41.98,10.08,3.0,20.0
399,18.9224044,72.8350017,42.10,9.94,3.0,20.0
400,18.9224054,72.8350027,42.07,10.09,3.0,20.0
401,18.9224064,72.8350037,42.17,9.92,3.0,20.0
402,18.9224074,72.8350047,42.27,9.98,3.0,20.0
403,18.9224085,72.8350057,42.30,9.91,3.0,20.0
404,18.9224095,72.8350067,42.44,10.07,3.0,20.0
405,18.9224105,72.8350077,42.32,9.98,3.0,20.0
406,18.9224115,72.8350086,42.39,9.99,3.0,20.0
407,18.9224126,72.8350096,42.52,10.05,3.0,20.0
408,18.9224136,72.8350106,42.46,10.09,3.0,20.0
409,18.9224146,72.8350116,42.44,10.07,3.0,20.0
410,18.9224156,72.8350126,42.56,10.09,3.0,20.0
411,18.9224167,72.8350136,42.70,10.08,3.0,20.0
412,18.9224177,72.8350146,42.62,10.08,3.0,20.0
413,18.9224187,72.8350156,42.63,10.07,3.0,20.0
414,18.9224197,72.8350166,42.59,10.07,3.0,20.0
415,18.9224207,72.8350176,42.67,10.03,3.0,20.0
416,18.9224218,72.8350186,42.71,10.09,3.0,20.0
417,18.9224228,72.8350196,42.59,9.96,3.0,20.0
418,18.9224238,72.8350206,42.45,10.00,3.0,20.0
419,18.9224248,72.8350215,42.37,10.01,3.0,20.0
420,18.9224258,72.8350225,42.50,10.02,3.0,20.0
421,18.9224269,72.8350235,42.51,10.00,3.0,20.0
422,18.9224279,72.8350245,42.63,10.09,3.0,20.0
423,18.9224289,72.8350255,42.58,10.04,3.0,20.0
424,18.9224299,72.8350265,42.49,9.94,3.0,20.0
425,18.9224310,72.8350275,42.44,10.09,3.0,20.0
426,18.9224320,72.8350285,42.59,9.94,3.0,20.0
427,18.9224330,72.8350295,42.66,10.01,3.0,20.0
428,18.9224340,72.8350305,42.52,9.91,3.0,20.0
429,18.9224350,72.8350315,42.44,10.00,3.0,20.0
430,18.9224361,72.8350324,42.53,9.94,3.0,20.0
431,18.9224371,72.8350334,42.46,9.93,3.0,20.0
432,18.9224381,72.8350344,42.33,10.04,3.0,20.0
433,18.9224391,72.8350354,42.42,10.03,3.0,20.0
434,18.9224402,72.8350364,42.57,9.97,3.0,20.0
435,18.9224412,72.8350374,42.47,10.08,3.0,20.0
436,18.9224422,72.8350384,42.51,10.00,3.0,20.0
437,18.9224432,72.8350394,42.60,10.00,3.0,20.0
438,18.9224443,72.8350404,42.65,9.94,3.0,20.0
439,18.9224453,72.8350414,42.67,10.07,3.0,20.0
440,18.9224463,72.8350424,42.66,9.95,3.0,20.0
441,18.9224473,72.8350434,42.77,10.05,3.0,20.0
442,18.9224483,72.8350444,42.77,9.91,3.0,20.0
443,18.9224493,72.8350453,42.79,10.02,3.0,20.0
444,18.9224504,72.8350463,42.82,10.01,3.0,20.0
445,18.9224514,72.8350473,42.81,9.99,3.0,20.0
446,18.9224524,72.8350483,42.70,9.93,3.0,20.0
447,18.9224534,72.8350493,42.73,9.90,3.0,20.0
448,18.9224544,72.8350503,42.59,10.03,3.0,20.0
449,18.9224555,72.8350513,42.45,10.00,3.0,20.0
450,18.9224565,72.8350523,42.55,9.99,3.0,20.0
451,18.9224575,72.8350533,42.41,10.09,3.0,20.0
452,18.9224585,72.8350543,42.54,9.96,3.0,20.0
453,18.9224596,72.8350553,42.54,10.06,3.0,20.0
454,18.9224606,72.8350563,42.57,9.93,3.0,20.0
455,18.9224616,72.8350573,42.62,9.91,3.0,20.0
456,18.9224626,72.8350583,42.70,10.01,3.0,20.0
457,18.9224636,72.8350593,42.67,9.97,3.0,20.0
458,18.9224647,72.8350602,42.53,9.96,3.0,20.0
459,18.9224657,72.8350612,42.45,10.04,3.0,20.0
460,18.9224667,72.8350622,42.42,9.91,3.0,20.0
461,18.9224677,72.8350632,42.53,10.09,3.0,20.0
462,18.9224688,72.8350642,42.67,9.91,3.0,20.0
463,18.9224698,72.8350652,42.58,10.00,3.0,20.0
464,18.9224708,72.8350662,42.47,9.92,3.0,20.0
