ping,lat,lon,heading,altitude,speed,depth
86,18.9220855,72.8346901,44.56,10.08,3.0,20.0
87,18.9220865,72.8346911,44.47,9.91,3.0,20.0
88,18.9220875,72.8346921,44.45,10.00,3.0,20.0
89,18.9220885,72.8346932,44.54,10.04,3.0,20.0
90,18.9220894,72.8346942,44.67,10.05,3.0,20.0
91,18.9220904,72.8346952,44.58,9.99,3.0,20.0
92,18.9220914,72.8346962,44.72,10.08,3.0,20.0
93,18.9220924,72.8346973,44.75,10.03,3.0,20.0
94,18.9220934,72.8346983,44.64,10.08,3.0,20.0
95,18.9220944,72.8346993,44.64,10.03,3.0,20.0
96,18.9220954,72.8347004,44.59,10.04,3.0,20.0
97,18.9220964,72.8347014,44.61,9.94,3.0,20.0
98,18.9220973,72.8347024,44.66,9.98,3.0,20.0
99,18.9220983,72.8347035,44.73,9.93,3.0,20.0
100,18.9220993,72.8347045,44.75,9.98,3.0,20.0
101,18.9221003,72.8347055,44.85,9.96,3.0,20.0
102,18.9221013,72.8347066,44.76,10.06,3.0,20.0
103,18.9221023,72.8347076,44.80,9.96,3.0,20.0
104,18.9221033,72.8347086,44.78,10.04,3.0,20.0
105,18.9221042,72.8347097,44.78,10.06,3.0,20.0
106,18.9221052,72.8347107,44.92,10.05,3.0,20.0
107,18.9221062,72.8347117,44.97,9.96,3.0,20.0
108,18.9221072,72.8347128,45.02,10.02,3.0,20.0
109,18.9221082,72.8347138,44.90,10.09,3.0,20.0
110,18.9221092,72.8347148,44.82,9.96,3.0,20.0
111,18.9221101,72.8347159,44.91,9.93,3.0,20.0
112,18.9221111,72.8347169,44.77,10.10,3.0,20.0
113,18.9221121,72.8347179,44.81,10.05,3.0,20.0
114,18.9221131,72.8347190,44.79,10.08,3.0,20.0
115,18.9221141,72.8347200,44.81,10.04,3.0,20.0
116,18.9221151,72.8347210,44.78,9.98,3.0,20.0
117,18.9221160,72.8347221,44.67,10.04,3.0,20.0
118,18.9221170,72.8347231,44.79,10.07,3.0,20.0
119,18.9221180,72.8347241,44.91,10.06,3.0,20.0
120,18.9221190,72.8347252,44.82,10.06,3.0,20.0
121,18.9221200,72.8347262,44.88,9.99,3.0,20.0
122,18.9221210,72.8347272,44.90,10.08,3.0,20.0
123,18.9221219,72.8347283,44.79,9.93,3.0,20.0
124,18.9221229,72.8347293,44.77,10.01,3.0,20.0
125,18.9221239,72.8347303,44.79,9.96,3.0,20.0
126,18.9221249,72.8347314,44.87,9.99,3.0,20.0
127,18.9221259,72.8347324,44.96,10.08,3.0,20.0
128,18.9221269,72.8347335,44.94,10.08,3.0,20.0
129,18.9221278,72.8347345,44.93,9.93,3.0,20.0
130,18.9221288,72.8347355,45.03,9.99,3.0,20.0
131,18.9221298,72.8347366,45.11,10.07,3.0,20.0
132,18.9221308,72.8347376,45.04,10.06,3.0,20.0
133,18.9221318,72.8347386,45.04,9.95,3.0,20.0
134,18.9221327,72.8347397,45.02,10.04,3.0,20.0
135,18.9221337,72.8347407,44.94,9.97,3.0,20.0
136,18.9221347,72.8347418,45.06,9.92,3.0,20.0
137,18.9221357,72.8347428,44.95,9.98,3.0,20.0
138,18.9221367,72.8347438,44.85,9.94,3.0,20.0
139,18.9221377,72.8347449,44.82,9.97,3.0,20.0
140,18.9221386,72.8347459,44.81,9.91,3.0,20.0
141,18.9221396,72.8347469,44.91,9.98,3.0,20.0
142,18.9221406,72.8347480,44.99,10.09,3.0,20.0
143,18.9221416,72.8347490,44.85,10.08,3.0,20.0
144,18.9221426,72.8347500,44.87,10.00,3.0,20.0
145,18.9221436,72.8347511,45.01,9.96,3.0,20.0
146,18.9221445,72.8347521,44.97,10.08,3.0,20.0
147,18.9221455,72.8347531,45.07,10.01,3.0,20.0
148,18.9221465,72.8347542,45.14,10.06,3.0,20.0
149,18.9221475,72.8347552,45.26,10.00,3.0,20.0
150,18.9221484,72.8347563,45.19,10.00,3.0,20.0
151,18.9221494,72.8347573,45.16,10.03,3.0,20.0
152,18.9221504,72.8347584,45.25,10.04,3.0,20.0
153,18.9221514,72.8347594,45.35,10.08,3.0,20.0
154,18.9221523,72.8347604,45.50,10.01,3.0,20.0
155,18.9221533,72.8347615,45.62,10.02,3.0,20.0
156,18.9221543,72.8347625,45.67,9.92,3.0,20.0
157,18.9221553,72.8347636,45.65,10.07,3.0,20.0
158,18.9221562,72.8347646,45.55,9.95,3.0,20.0
159,18.9221572,72.8347657,45.50,9.99,3.0,20.0
160,18.9221582,72.8347667,45.45,10.08,3.0,20.0
161,18.9221591,72.8347678,45.38,10.09,3.0,20.0
162,18.9221601,72.8347688,45.36,10.07,3.0,20.0
163,18.9221611,72.8347699,45.35,10.05,3.0,20.0
164,18.9221621,72.8347709,45.22,10.09,3.0,20.0
165,18.9221631,72.8347719,45.13,9.91,3.0,20.0
166,18.9221640,72.8347730,45.27,9.91,3.0,20.0
167,18.9221650,72.8347740,45.13,9.95,3.0,20.0
168,18.9221660,72.8347751,45.23,10.02,3.0,20.0
169,18.9221670,72.8347761,45.15,9.99,3.0,20.0
170,18.9221679,72.8347771,45.04,10.09,3.0,20.0
171,18.9221689,72.8347782,45.03,9.95,3.0,20.0
172,18.9221699,72.8347792,44.99,10.02,3.0,20.0
173,18.9221709,72.8347803,45.13,10.04,3.0,20.0
174,18.9221719,72.8347813,45.21,9.93,3.0,20.0
175,18.9221728,72.8347823,45.15,10.02,3.0,20.0
176,18.9221738,72.8347834,45.28,10.02,3.0,20.0
177,18.9221748,72.8347844,45.41,9.98,3.0,20.0
178,18.9221758,72.8347855,45.54,9.94,3.0,20.0
179,18.9221767,72.8347865,45.57,10.07,3.0,20.0
180,18.9221777,72.8347876,45.49,10.04,3.0,20.0
181,18.9221787,72.8347886,45.43,10.04,3.0,20.0
182,18.9221797,72.8347896,45.52,10.06,3.0,20.0
183,18.9221806,72.8347907,45.54,9.91,3.0,20.0
184,18.9221816,72.8347917,45.55,10.03,3.0,20.0
185,18.9221826,72.8347928,45.42,10.03,3.0,20.0
186,18.9221835,72.8347938,45.28,9.98,3.0,20.0
187,18.9221845,72.8347949,45.27,9.99,3.0,20.0
188,18.9221855,72.8347959,45.23,10.08,3.0,20.0
189,18.9221865,72.8347970,45.22,9.93,3.0,20.0
190,18.9221875,72.8347980,45.12,10.00,3.0,20.0
191,18.9221884,72.8347990,45.17,10.02,3.0,20.0
192,18.9221894,72.8348001,45.29,10.05,3.0,20.0
193,18.9221904,72.8348011,45.28,10.07,3.0,20.0
194,18.9221914,72.8348022,45.31,9.96,3.0,20.0
195,18.9221923,72.8348032,45.23,10.09,3.0,20.0
196,18.9221933,72.8348042,45.17,9.99,3.0,20.0
197,18.9221943,72.8348053,45.24,10.01,3.0,20.0
198,18.9221953,72.8348063,45.29,9.97,3.0,20.0
199,18.9221962,72.8348074,45.29,9.97,3.0,20.0
200,18.9221972,72.8348084,45.29,9.97,3.0,20.0
201,18.9221982,72.8348095,45.21,9.96,3.0,20.0
202,18.9221992,72.8348105,45.24,10.08,3.0,20.0
203,18.9222002,72.8348115,45.26,10.00,3.0,20.0
204,18.9222011,72.8348126,45.17,9.95,3.0,20.0
205,18.9222021,72.8348136,45.14,10.01,3.0,20.0
206,18.9222031,72.8348147,45.06,10.00,3.0,20.0
207,18.9222041,72.8348157,45.13,9.99,3.0,20.0
208,18.9222051,72.8348167,44.98,9.96,3.0,20.0
209,18.9222060,72.8348178,44.95,9.95,3.0,20.0
210,18.9222070,72.8348188,45.00,9.97,3.0,20.0
211,18.9222080,72.8348198,45.02,9.97,3.0,20.0
212,18.9222090,72.8348209,45.17,10.01,3.0,20.0
213,18.9222100,72.8348219,45.12,9.99,3.0,20.0
214,18.9222109,72.8348230,45.06,9.95,3.0,20.0
215,18.9222119,72.8348240,45.13,9.96,3.0,20.0
216,18.9222129,72.8348250,45.20,10.09,3.0,20.0
217,18.9222139,72.8348261,45.26,9.94,3.0,20.0
218,18.9222148,72.8348271,45.33,9.96,3.0,20.0
219,18.9222158,72.8348282,45.36,10.05,3.0,20.0
220,18.9222168,72.8348292,45.39,10.10,3.0,20.0
221,18.9222178,72.8348303,45.49,9.96,3.0,20.0
222,18.9222187,72.8348313,45.45,9.96,3.0,20.0
223,18.9222197,72.8348323,45.51,9.93,3.0,20.0
224,18.9222207,72.8348334,45.37,9.91,3.0,20.0
225,18.9222217,72.8348344,45.31,10.09,3.0,20.0
226,18.9222226,72.8348355,45.35,10.05,3.0,20.0
227,18.9222236,72.8348365,45.23,9.90,3.0,20.0
228,18.9222246,72.8348376,45.17,10.00,3.0,20.0
229,18.9222256,72.8348386,45.12,10.09,3.0,20.0
230,18.9222265,72.8348396,45.04,10.07,3.0,20.0
231,18.9222275,72.8348407,44.93,9.91,3.0,20.0
232,18.9222285,72.8348417,44.93,10.02,3.0,20.0
233,18.9222295,72.8348427,44.98,9.93,3.0,20.0
234,18.9222305,72.8348438,45.08,10.09,3.0,20.0
235,18.9222315,72.8348448,44.95,9.95,3.0,20.0
236,18.9222324,72.8348459,44.97,9.98,3.0,20.0
237,18.9222334,72.8348469,45.00,10.02,3.0,20.0
238,18.9222344,72.8348479,45.08,9.98,3.0,20.0
239,18.9222354,72.8348490,45.20,9.96,3.0,20.0
240,18.9222364,72.8348500,45.23,9.99,3.0,20.0
241,18.9222373,72.8348511,45.25,9.91,3.0,20.0
242,18.9222383,72.8348521,45.39,9.92,3.0,20.0
243,18.9222393,72.8348531,45.47,10.03,3.0,20.0
244,18.9222403,72.8348542,45.40,9.92,3.0,20.0
245,18.9222412,72.8348552,45.32,10.01,3.0,20.0
246,18.9222422,72.8348563,45.21,9.98,3.0,20.0
247,18.9222432,72.8348573,45.27,9.99,3.0,20.0
248,18.9222442,72.8348584,45.13,9.96,3.0,20.0
249,18.9222451,72.8348594,45.07,10.07,3.0,20.0
250,18.9222461,72.8348604,44.94,9.95,3.0,20.0
251,18.9222471,72.8348615,44.87,10.06,3.0,20.0
252,18.9222481,72.8348625,44.89,10.06,3.0,20.0
253,18.9222491,72.8348635,44.80,9.92,3.0,20.0
254,18.9222501,72.8348646,44.72,9.93,3.0,20.0
255,18.9222510,72.8348656,44.65,9.93,3.0,20.0
256,18.9222520,72.8348666,44.52,10.06,3.0,20.0
257,18.9222530,72.8348676,44.55,10.06,3.0,20.0
258,18.9222540,72.8348687,44.67,9.99,3.0,20.0
259,18.9222550,72.8348697,44.66,9.96,3.0,20.0
260,18.9222560,72.8348707,44.63,9.95,3.0,20.0
261,18.9222570,72.8348718,44.65,9.99,3.0,20.0
262,18.9222580,72.8348728,44.68,10.08,3.0,20.0
263,18.9222589,72.8348738,44.75,10.02,3.0,20.0
264,18.9222599,72.8348749,44.60,9.95,3.0,20.0
265,18.9222609,72.8348759,44.66,10.07,3.0,20.0
266,18.9222619,72.8348769,44.68,9.90,3.0,20.0
267,18.9222629,72.8348780,44.76,10.06,3.0,20.0
268,18.9222639,72.8348790,44.78,10.05,3.0,20.0
269,18.9222649,72.8348800,44.69,10.00,3.0,20.0
270,18.9222658,72.8348811,44.67,9.96,3.0,20.0
271,18.9222668,72.8348821,44.82,9.99,3.0,20.0
272,18.9222678,72.8348831,44.91,10.09,3.0,20.0
273,18.9222688,72.8348842,44.90,9.98,3.0,20.0
274,18.9222698,72.8348852,44.85,9.92,3.0,20.0
275,18.9222708,72.8348862,44.75,9.98,3.0,20.0
276,18.9222717,72.8348873,44.75,10.03,3.0,20.0
277,18.9222727,72.8348883,44.72,10.05,3.0,20.0
278,18.9222737,72.8348893,44.58,9.92,3.0,20.0
279,18.9222747,72.8348904,44.50,9.92,3.0,20.0
280,18.9222757,72.8348914,44.59,10.07,3.0,20.0
281,18.9222767,72.8348924,44.68,9.90,3.0,20.0
282,18.9222777,72.8348934,44.79,9.99,3.0,20.0
283,18.9222787,72.8348945,44.66,10.00,3.0,20.0
284,18.9222796,72.8348955,44.70,10.00,3.0,20.0
285,18.9222806,72.8348965,44.68,9.91,3.0,20.0
286,18.9222816,72.8348976,44.61,9.93,3.0,20.0
287,18.9222826,72.8348986,44.55,10.08,3.0,20.0
288,18.9222836,72.8348996,44.54,9.91,3.0,20.0
289,18.9222846,72.8349007,44.58,10.06,3.0,20.0
290,18.9222856,72.8349017,44.64,9.96,3.0,20.0
291,18.9222866,72.8349027,44.50,9.98,3.0,20.0
292,18.9222876,72.8349037,44.42,10.07,3.0,20.0
293,18.9222885,72.8349048,44.30,10.09,3.0,20.0
294,18.9222895,72.8349058,44.34,9.93,3.0,20.0
295,18.9222905,72.8349068,44.47,9.96,3.0,20.0
296,18.9222915,72.8349078,44.54,9.98,3.0,20.0
297,18.9222925,72.8349089,44.53,9.99,3.0,20.0
298,18.9222935,72.8349099,44.52,9.93,3.0,20.0
299,18.9222945,72.8349109,44.42,10.02,3.0,20.0
300,18.9222955,72.8349120,44.50,9.93,3.0,20.0
301,18.9222965,72.8349130,44.37,10.05,3.0,20.0
302,18.9222975,72.8349140,44.48,9.97,3.0,20.0
303,18.9222984,72.8349150,44.56,9.95,3.0,20.0
304,18.9222994,72.8349161,44.41,10.05,3.0,20.0
305,18.9223004,72.8349171,44.51,10.02,3.0,20.0
306,18.9223014,72.8349181,44.56,10.07,3.0,20.0
307,18.9223024,72.8349192,44.55,10.00,3.0,20.0
308,18.9223034,72.8349202,44.50,10.05,3.0,20.0
309,18.9223044,72.8349212,44.46,10.09,3.0,20.0
310,18.9223054,72.8349222,44.57,10.10,3.0,20.0
311,18.9223064,72.8349233,44.49,9.98,3.0,20.0
312,18.9223073,72.8349243,44.60,9.98,3.0,20.0
313,18.9223083,72.8349253,44.54,9.99,3.0,20.0
314,18.9223093,72.8349264,44.67,9.98,3.0,20.0
315,18.9223103,72.8349274,44.81,10.06,3.0,20.0
316,18.9223113,72.8349284,44.86,9.93,3.0,20.0
317,18.9223123,72.8349295,45.00,9.93,3.0,20.0
318,18.9223133,72.8349305,45.14,9.97,3.0,20.0
319,18.9223142,72.8349315,45.02,10.07,3.0,20.0
320,18.9223152,72.8349326,44.90,10.08,3.0,20.0
321,18.9223162,72.8349336,44.75,9.93,3.0,20.0
322,18.9223172,72.8349346,44.86,10.09,3.0,20.0
323,18.9223182,72.8349357,44.74,10.06,3.0,20.0
324,18.9223192,72.8349367,44.67,10.02,3.0,20.0
325,18.9223201,72.8349377,44.64,9.92,3.0,20.0
326,18.9223211,72.8349388,44.58,10.03,3.0,20.0
327,18.9223221,72.8349398,44.59,10.09,3.0,20.0
328,18.9223231,72.8349408,44.63,10.08,3.0,20.0
329,18.9223241,72.8349419,44.63,10.01,3.0,20.0
330,18.9223251,72.8349429,44.66,9.95,3.0,20.0
331,18.9223261,72.8349439,44.72,9.96,3.0,20.0
332,18.9223271,72.8349449,44.64,9.92,3.0,20.0
333,18.9223280,72.8349460,44.78,10.05,3.0,20.0
334,18.9223290,72.8349470,44.84,9.92,3.0,20.0
335,18.9223300,72.8349480,44.74,9.96,3.0,20.0
336,18.9223310,72.8349491,44.60,9.96,3.0,20.0
337,18.9223320,72.8349501,44.47,9.97,3.0,20.0
338,18.9223330,72.8349511,44.45,9.95,3.0,20.0
339,18.9223340,72.8349522,44.42,10.04,3.0,20.0
340,18.9223350,72.8349532,44.32,9.94,3.0,20.0
341,18.9223360,72.8349542,44.36,9.98,3.0,20.0
342,18.9223369,72.8349552,44.41,10.00,3.0,20.0
343,18.9223379,72.8349563,44.44,9.95,3.0,20.0
344,18.9223389,72.8349573,44.48,9.99,3.0,20.0
345,18.9223399,72.8349583,44.53,10.08,3.0,20.0
346,18.9223409,72.8349593,44.52,9.96,3.0,20.0
347,18.9223419,72.8349604,44.53,9.91,3.0,20.0
348,18.9223429,72.8349614,44.67,10.10,3.0,20.0
349,18.9223439,72.8349624,44.61,10.09,3.0,20.0
350,18.9223449,72.8349635,44.66,9.99,3.0,20.0
351,18.9223458,72.8349645,44.60,10.10,3.0,20.0
352,18.9223468,72.8349655,44.71,9.92,3.0,20.0
353,18.9223478,72.8349666,44.67,9.97,3.0,20.0
354,18.9223488,72.8349676,44.61,10.04,3.0,20.0
355,18.9223498,72.8349686,44.47,10.07,3.0,20.0
356,18.9223508,72.8349696,44.44,9.90,3.0,20.0
357,18.9223518,72.8349707,44.55,10.06,3.0,20.0
358,18.9223528,72.8349717,44.69,10.08,3.0,20.0
359,18.9223537,72.8349727,44.76,10.07,3.0,20.0
360,18.9223547,72.8349738,44.88,10.06,3.0,20.0
361,18.9223557,72.8349748,44.80,10.06,3.0,20.0
362,18.9223567,72.8349758,44.72,9.94,3.0,20.0
363,18.9223577,72.8349769,44.64,10.05,3.0,20.0
364,18.9223587,72.8349779,44.72,10.04,3.0,20.0
365,18.9223597,72.8349789,44.62,9.92,3.0,20.0
366,18.9223606,72.8349800,44.65,9.91,3.0,20.0
367,18.9223616,72.8349810,44.74,9.91,3.0,20.0
368,18.9223626,72.8349820,44.70,9.93,3.0,20.0
369,18.9223636,72.8349831,44.82,9.97,3.0,20.0
370,18.9223646,72.8349841,44.80,9.94,3.0,20.0
371,18.9223656,72.8349851,44.88,10.08,3.0,20.0
372,18.9223665,72.8349862,44.84,10.00,3.0,20.0
373,18.9223675,72.8349872,44.77,9.93,3.0,20.0
374,18.9223685,72.8349882,44.90,10.09,3.0,20.0
375,18.9223695,72.8349893,45.04,9.96,3.0,20.0
376,18.9223705,72.8349903,45.15,10.06,3.0,20.0
377,18.9223715,72.8349913,45.14,9.92,3.0,20.0
378,18.9223724,72.8349924,45.22,9.95,3.0,20.0
379,18.9223734,72.8349934,45.27,10.03,3.0,20.0
380,18.9223744,72.8349945,45.24,10.07,3.0,20.0
381,18.9223754,72.8349955,45.26,9.92,3.0,20.0
382,18.9223763,72.8349966,45.22,9.95,3.0,20.0
383,18.9223773,72.8349976,45.11,9.97,3.0,20.0
384,18.9223783,72.8349986,45.19,9.95,3.0,20.0
385,18.9223793,72.8349997,45.15,10.03,3.0,20.0
386,18.9223803,72.8350007,45.11,10.03,3.0,20.0
387,18.9223812,72.8350017,45.10,10.02,3.0,20.0
388,18.9223822,72.8350028,45.24,9.97,3.0,20.0
389,18.9223832,72.8350038,45.27,10.03,3.0,20.0
390,18.9223842,72.8350049,45.31,9.99,3.0,20.0
391,18.9223851,72.8350059,45.37,10.03,3.0,20.0
392,18.9223861,72.8350070,45.26,9.91,3.0,20.0
393,18.9223871,72.8350080,45.12,10.10,3.0,20.0
394,18.9223881,72.8350090,45.00,9.95,3.0,20.0
395,18.9223891,72.8350101,45.01,9.98,3.0,20.0
396,18.9223900,72.8350111,44.97,10.09,3.0,20.0
397,18.9223910,72.8350121,45.03,10.01,3.0,20.0
398,18.9223920,72.8350132,45.06,10.05,3.0,20.0
399,18.9223930,72.8350142,45.17,10.03,3.0,20.0
400,18.9223939,72.8350153,45.27,10.02,3.0,20.0
401,18.9223949,72.8350163,45.41,9.96,3.0,20.0
402,18.9223959,72.8350174,45.46,9.94,3.0,20.0
403,18.9223969,72.8350184,45.45,9.95,3.0,20.0
404,18.9223978,72.8350194,45.41,10.10,3.0,20.0
405,18.9223988,72.8350205,45.37,10.08,3.0,20.0
406,18.9223998,72.8350215,45.41,9.91,3.0,20.0
407,18.9224008,72.8350226,45.34,10.09,3.0,20.0
408,18.9224017,72.8350236,45.48,10.06,3.0,20.0
409,18.9224027,72.8350247,45.35,9.94,3.0,20.0
410,18.9224037,72.8350257,45.40,10.09,3.0,20.0
411,18.9224047,72.8350268,45.26,9.97,3.0,20.0
412,18.9224056,72.8350278,45.41,10.06,3.0,20.0
413,18.9224066,72.8350288,45.32,10.07,3.0,20.0
414,18.9224076,72.8350299,45.34,10.02,3.0,20.0
415,18.9224086,72.8350309,45.43,9.95,3.0,20.0
416,18.9224095,72.8350320,45.51,10.06,3.0,20.0
417,18.9224105,72.8350330,45.54,9.96,3.0,20.0
418,18.9224115,72.8350341,45.69,10.10,3.0,20.0
419,18.9224124,72.8350351,45.70,10.06,3.0,20.0
420,18.9224134,72.8350362,45.58,10.07,3.0,20.0
421,18.9224144,72.8350372,45.47,9.97,3.0,20.0
422,18.9224154,72.8350383,45.56,10.02,3.0,20.0
423,18.9224163,72.8350393,45.41,9.95,3.0,20.0
424,18.9224173,72.8350403,45.30,9.98,3.0,20.0
425,18.9224183,72.8350414,45.18,9.91,3.0,20.0
426,18.9224193,72.8350424,45.17,9.97,3.0,20.0
427,18.9224202,72.8350435,45.20,9.99,3.0,20.0
428,18.9224212,72.8350445,45.11,10.02,3.0,20.0
429,18.9224222,72.8350455,45.18,10.08,3.0,20.0
430,18.9224232,72.8350466,45.23,9.96,3.0,20.0
431,18.9224242,72.8350476,45.27,9.91,3.0,20.0
432,18.9224251,72.8350487,45.42,10.07,3.0,20.0
433,18.9224261,72.8350497,45.40,9.92,3.0,20.0
434,18.9224271,72.8350508,45.46,9.99,3.0,20.0
435,18.9224280,72.8350518,45.58,9.96,3.0,20.0
436,18.9224290,72.8350529,45.48,9.93,3.0,20.0
437,18.9224300,72.8350539,45.51,10.02,3.0,20.0
438,18.9224310,72.8350550,45.58,9.98,3.0,20.0
439,18.9224319,72.8350560,45.61,9.96,3.0,20.0
440,18.9224329,72.8350571,45.61,9.99,3.0,20.0
441,18.9224339,72.8350581,45.70,9.92,3.0,20.0
442,18.9224348,72.8350592,45.74,10.08,3.0,20.0
443,18.9224358,72.8350602,45.76,10.07,3.0,20.0
444,18.9224368,72.8350613,45.74,10.08,3.0,20.0
445,18.9224377,72.8350623,45.71,10.07,3.0,20.0
446,18.9224387,72.8350634,45.68,10.05,3.0,20.0
447,18.9224397,72.8350644,45.63,9.96,3.0,20.0
448,18.9224407,72.8350654,45.55,10.09,3.0,20.0
449,18.9224416,72.8350665,45.61,9.99,3.0,20.0
450,18.9224426,72.8350675,45.49,9.92,3.0,20.0
451,18.9224436,72.8350686,45.46,10.05,3.0,20.0
452,18.9224445,72.8350696,45.43,9.93,3.0,20.0
453,18.9224455,72.8350707,45.29,10.09,3.0,20.0
454,18.9224465,72.8350717,45.31,10.03,3.0,20.0
455,18.9224475,72.8350728,45.29,10.07,3.0,20.0
456,18.9224485,72.8350738,45.42,9.98,3.0,20.0
457,18.9224494,72.8350748,45.54,9.91,3.0,20.0
458,18.9224504,72.8350759,45.48,9.96,3.0,20.0
459,18.9224514,72.8350769,45.36,10.00,3.0,20.0
460,18.9224523,72.8350780,45.26,10.00,3.0,20.0
461,18.9224533,72.8350790,45.36,9.97,3.0,20.0
462,18.9224543,72.8350801,45.38,9.92,3.0,20.0
463,18.9224553,72.8350811,45.31,9.95,3.0,20.0
464,18.9224562,72.8350822,45.29,10.01,3.0,20.0
