id,class_name,confidence_percent,latitude,longitude,length_m,width_m,estimated_height_m,area_m2,channel,ground_range_m,slant_range_m,depth_m,status,contrast_ratio,shadow_length_px,bbox_xmin,bbox_ymin,bbox_xmax,bbox_ymax,created_at
0213528e,generic_debris,71.9,18.9227491,72.835856,1.7,1.95,0.05,3.32,starboard,28.57,30.27,20.0,high_confidence,2.42,1.0,812.0,990.0,832.0,1001.0,2026-08-26 19:11:45
92d2a824,pipe_cylinder,71.1,18.9222768,72.8348965,1.39,2.44,10.06,3.39,port,0.0,1.81,20.0,high_confidence,1.95,5.0,481.0,279.0,506.0,288.0,2026-08-26 19:11:45
5278c1bc,pipe_cylinder,70.3,18.9226059,72.8352737,1.39,2.25,9.99,3.12,port,0.0,1.81,20.0,high_confidence,2.1,16.0,482.0,629.0,505.0,638.0,2026-08-26 19:11:45
34fd87eb,generic_debris,69.6,18.9221217,72.8351454,1.54,1.66,0.06,2.56,starboard,30.61,32.18,20.0,high_confidence,2.08,2.0,833.0,324.0,850.0,334.0,2026-08-26 19:11:45
42d85e23,generic_debris,69.6,18.9230804,72.8353052,1.54,1.46,0.05,2.26,port,37.42,38.72,20.0,high_confidence,2.21,1.0,108.0,869.0,123.0,879.0,2026-08-26 19:11:45
b4dc122b,generic_debris,69.5,18.922648,72.8359794,1.54,2.44,0.05,3.77,starboard,45.64,46.73,20.0,high_confidence,1.75,1.0,978.0,1002.0,1003.0,1012.0,2026-08-26 19:11:45
ea930c2b,container,69.1,18.9224353,72.8355227,1.54,1.76,0.05,2.71,starboard,31.56,33.11,20.0,high_confidence,1.8,1.0,842.0,674.0,860.0,684.0,2026-08-26 19:11:45
c307ec7d,pipe_cylinder,68.6,18.9223125,72.8349354,1.39,3.32,10.03,4.61,port,0.0,0.68,20.0,high_confidence,1.66,24.0,488.0,316.0,522.0,325.0,2026-08-26 19:11:45
862c4d91,generic_debris,68.4,18.922136,72.8352865,1.54,1.17,0.05,1.81,starboard,39.66,40.92,20.0,high_confidence,2.07,1.0,925.0,402.0,937.0,412.0,2026-08-26 19:11:45
ace7db81,generic_debris,68.3,18.9223947,72.8344106,1.54,1.27,0.05,1.96,port,45.13,46.24,20.0,high_confidence,1.72,1.0,32.0,103.0,45.0,113.0,2026-08-26 19:11:45
db410d2a,generic_debris,68.3,18.9227782,72.8351652,1.54,1.86,0.09,2.86,port,21.91,24.07,20.0,high_confidence,1.87,2.0,256.0,655.0,275.0,665.0,2026-08-26 19:11:45
d14c2193,generic_debris,68.3,18.9229174,72.8353847,1.54,1.95,0.16,3.01,port,18.25,20.8,20.0,high_confidence,1.9,3.0,289.0,832.0,309.0,842.0,2026-08-26 19:11:45
d9011a8b,generic_debris,68.2,18.922083,72.8352918,1.54,1.66,0.05,2.56,starboard,44.34,45.46,20.0,high_confidence,1.77,2.0,969.0,378.0,986.0,388.0,2026-08-26 19:11:45
c6b436b9,generic_debris,68.2,18.9226625,72.8357168,1.54,1.76,0.05,2.71,starboard,26.05,27.93,20.0,high_confidence,1.8,1.0,789.0,883.0,807.0,893.0,2026-08-26 19:11:45
69bf2f9e,generic_debris,68.1,18.922228,72.8353627,1.54,1.86,0.05,2.86,starboard,37.59,38.92,20.0,high_confidence,1.93,2.0,901.0,490.0,920.0,500.0,2026-08-26 19:11:45
6798616e,generic_debris,68.1,18.9226879,72.8357612,1.54,1.95,0.18,3.01,starboard,26.98,28.81,20.0,high_confidence,1.85,5.0,797.0,918.0,817.0,928.0,2026-08-26 19:11:45
c24516ab,generic_debris,68.0,18.9223146,72.8345303,1.54,1.56,0.05,2.41,port,29.94,31.54,20.0,high_confidence,1.77,1.0,181.0,119.0,197.0,129.0,2026-08-26 19:11:45
d77ae341,generic_debris,68.0,18.9226225,72.8352935,1.7,2.93,10.1,4.97,starboard,0.0,8.4,20.0,high_confidence,1.62,3.0,583.0,646.0,613.0,657.0,2026-08-26 19:11:45
45f9898a,generic_debris,67.7,18.9230597,72.8352181,1.54,1.76,0.05,2.71,port,41.68,42.87,20.0,high_confidence,1.64,1.0,64.0,815.0,82.0,825.0,2026-08-26 19:11:45
d7f1cd0e,pipe_cylinder,67.6,18.9220167,72.8346176,1.39,2.54,10.08,3.53,port,0.0,1.86,20.0,high_confidence,1.67,17.0,480.0,12.0,506.0,21.0,2026-08-26 19:11:45
f724da36,generic_debris,67.6,18.9226499,72.8359621,1.7,1.86,0.05,3.15,starboard,44.24,45.36,20.0,high_confidence,1.74,1.0,967.0,994.0,986.0,1005.0,2026-08-26 19:11:45
2a8d5484,pipe_cylinder,67.5,18.9226533,72.8358196,1.54,2.34,0.06,3.62,starboard,33.92,35.35,20.0,high_confidence,1.76,2.0,862.0,931.0,886.0,941.0,2026-08-26 19:11:45
584aabf7,container,67.4,18.9223443,72.8343715,1.54,1.27,0.05,1.96,port,44.06,45.17,20.0,high_confidence,1.5,2.0,43.0,59.0,56.0,69.0,2026-08-26 19:11:45
8e58039f,generic_debris,67.4,18.9218927,72.8351146,1.54,1.56,0.05,2.41,starboard,46.61,47.66,20.0,high_confidence,1.54,1.0,992.0,191.0,1008.0,201.0,2026-08-26 19:11:45
1a5b7978,generic_debris,67.4,18.9224285,72.8355234,1.85,1.56,0.05,2.89,starboard,32.17,33.69,20.0,high_confidence,1.76,1.0,849.0,670.0,865.0,682.0,2026-08-26 19:11:45
19a96551,generic_debris,67.4,18.9226588,72.8358145,1.7,1.76,0.05,2.98,starboard,33.1,34.57,20.0,high_confidence,1.87,1.0,857.0,931.0,875.0,942.0,2026-08-26 19:11:45
ed6ab983,generic_debris,67.4,18.9227029,72.8359177,1.7,1.76,0.05,2.98,starboard,36.75,38.09,20.0,high_confidence,1.56,1.0,893.0,998.0,911.0,1009.0,2026-08-26 19:11:45
b8277b6c,generic_debris,67.3,18.9223123,72.8352979,1.54,1.56,0.05,2.41,starboard,26.06,27.93,20.0,high_confidence,1.92,1.0,790.0,499.0,806.0,509.0,2026-08-26 19:11:45
832c078d,generic_debris,67.3,18.9222466,72.8352763,1.54,1.86,0.05,2.86,starboard,29.94,31.59,20.0,high_confidence,1.79,1.0,826.0,454.0,845.0,464.0,2026-08-26 19:11:45
f5c6827b,generic_debris,67.3,18.922533,72.8356405,1.54,1.76,0.05,2.71,starboard,31.64,33.2,20.0,high_confidence,1.65,1.0,843.0,780.0,861.0,790.0,2026-08-26 19:11:45
5ee905ec,generic_debris,67.3,18.9222456,72.8354706,1.54,1.27,0.05,1.96,starboard,43.73,44.87,20.0,high_confidence,2.08,1.0,965.0,553.0,978.0,563.0,2026-08-26 19:11:45
45e784e6,generic_debris,67.3,18.9224914,72.8356988,1.54,1.56,0.05,2.41,starboard,39.16,40.43,20.0,high_confidence,1.72,1.0,918.0,791.0,934.0,801.0,2026-08-26 19:11:45
b0fb5792,generic_debris,67.3,18.9225855,72.8357616,1.85,1.66,0.05,3.07,starboard,35.6,36.96,20.0,high_confidence,1.67,1.0,882.0,868.0,899.0,880.0,2026-08-26 19:11:45
abf308f2,generic_debris,67.3,18.9231021,72.835407,1.54,1.66,0.05,2.56,port,32.21,33.74,20.0,high_confidence,1.72,1.0,158.0,932.0,175.0,942.0,2026-08-26 19:11:45
640240e8,generic_debris,67.3,18.9224109,72.8356725,1.54,1.76,0.05,2.71,starboard,44.0,45.12,20.0,high_confidence,1.56,1.0,965.0,738.0,983.0,748.0,2026-08-26 19:11:45
94b444ee,generic_debris,67.2,18.9231602,72.8352796,1.54,1.76,0.05,2.71,port,45.89,46.97,20.0,high_confidence,1.69,1.0,22.0,893.0,40.0,903.0,2026-08-26 19:11:45
98933bc2,generic_debris,67.1,18.9223376,72.8352202,1.54,2.54,0.16,3.92,starboard,18.48,21.0,20.0,high_confidence,1.55,3.0,714.0,471.0,740.0,481.0,2026-08-26 19:11:45
b8977524,generic_debris,67.1,18.9220462,72.8351858,1.54,1.37,0.05,2.11,starboard,39.59,40.82,20.0,high_confidence,1.55,1.0,923.0,303.0,937.0,313.0,2026-08-26 19:11:45
e78f2ea4,generic_debris,67.1,18.9230483,72.8353658,1.54,1.56,0.05,2.41,port,30.55,32.13,20.0,high_confidence,1.79,1.0,175.0,884.0,191.0,894.0,2026-08-26 19:11:45
9c2ee3ca,generic_debris,67.1,18.9226479,72.8358886,1.54,1.76,0.07,2.71,starboard,39.19,40.43,20.0,high_confidence,1.63,3.0,917.0,959.0,935.0,969.0,2026-08-26 19:11:45
9c655089,generic_debris,67.0,18.9222853,72.8352982,1.7,2.25,0.05,3.81,starboard,28.32,30.03,20.0,high_confidence,1.59,1.0,808.0,484.0,831.0,495.0,2026-08-26 19:11:45
457432b6,generic_debris,67.0,18.9224315,72.8355289,1.54,1.76,0.05,2.71,starboard,32.3,33.79,20.0,high_confidence,1.72,1.0,849.0,675.0,867.0,685.0,2026-08-26 19:11:45
2985cd1c,container,67.0,18.9226902,72.8358291,1.23,1.86,0.06,2.29,starboard,31.5,33.06,20.0,high_confidence,1.66,2.0,841.0,952.0,860.0,960.0,2026-08-26 19:11:45
64d00fd5,container,66.9,18.9217408,72.8348879,1.54,1.37,0.05,2.11,starboard,41.8,42.97,20.0,high_confidence,1.64,1.0,945.0,0.0,959.0,10.0,2026-08-26 19:11:45
73a9b59b,generic_debris,66.9,18.9230195,72.8351904,1.7,1.76,0.05,2.98,port,40.26,41.5,20.0,high_confidence,1.64,1.0,78.0,784.0,96.0,795.0,2026-08-26 19:11:45
782daec4,generic_debris,66.8,18.9225397,72.8346377,1.54,1.66,0.05,2.56,port,39.93,41.16,20.0,high_confidence,1.63,1.0,82.0,283.0,99.0,293.0,2026-08-26 19:11:45
872f9c37,generic_debris,66.8,18.9222178,72.8352509,1.7,1.46,0.05,2.49,starboard,30.47,32.08,20.0,high_confidence,1.93,1.0,833.0,425.0,848.0,436.0,2026-08-26 19:11:45
f6d0f1a0,generic_debris,66.8,18.9219769,72.8351638,1.54,1.46,0.05,2.26,starboard,43.53,44.68,20.0,high_confidence,1.57,1.0,962.0,260.0,977.0,270.0,2026-08-26 19:11:45
76fc9f13,generic_debris,66.8,18.9224713,72.835598,1.54,1.95,0.12,3.01,starboard,33.78,35.25,20.0,high_confidence,1.51,4.0,863.0,731.0,883.0,741.0,2026-08-26 19:11:45
d0178653,generic_debris,66.8,18.9227192,72.8359184,1.7,1.86,0.05,3.15,starboard,35.47,36.87,20.0,high_confidence,1.64,1.0,880.0,1006.0,899.0,1017.0,2026-08-26 19:11:45
9a234bbe,generic_debris,66.7,18.9221414,72.8351433,1.54,1.95,0.05,3.01,starboard,28.87,30.57,20.0,high_confidence,1.63,1.0,815.0,333.0,835.0,343.0,2026-08-26 19:11:45
9250666a,pipe_cylinder,66.7,18.9221362,72.8353756,1.7,2.05,0.05,3.48,starboard,46.04,47.12,20.0,high_confidence,1.57,1.0,984.0,450.0,1005.0,461.0,2026-08-26 19:11:45
080d12c7,generic_debris,66.6,18.9221571,72.8350713,1.54,1.86,0.09,2.86,starboard,22.35,24.46,20.0,high_confidence,1.79,2.0,753.0,303.0,772.0,313.0,2026-08-26 19:11:45
2c14c79a,generic_debris,66.5,18.9219773,72.8351364,1.54,1.56,0.05,2.41,starboard,41.51,42.68,20.0,high_confidence,1.62,1.0,941.0,245.0,957.0,255.0,2026-08-26 19:11:45
99d26c74,generic_debris,66.5,18.9225332,72.8350782,1.54,4.0,1.43,6.18,port,7.65,12.65,20.0,high_confidence,2.16,13.0,362.0,494.0,403.0,504.0,2026-08-26 19:11:45
4aa30b38,generic_debris,66.5,18.9222209,72.835349,1.54,1.86,0.05,2.86,starboard,37.2,38.53,20.0,high_confidence,1.57,1.0,897.0,479.0,916.0,489.0,2026-08-26 19:11:45
5a6c2a33,generic_debris,66.5,18.9227064,72.8356485,1.54,2.15,0.06,3.32,starboard,17.65,20.31,20.0,high_confidence,1.55,1.0,709.0,868.0,731.0,878.0,2026-08-26 19:11:45
743267ec,generic_debris,66.5,18.9229316,72.8351458,1.54,1.56,0.05,2.41,port,36.05,37.4,20.0,high_confidence,1.65,1.0,121.0,717.0,137.0,727.0,2026-08-26 19:11:45
27cc1ed0,generic_debris,66.5,18.9226817,72.8359653,1.7,1.56,0.05,2.65,starboard,41.88,43.07,20.0,high_confidence,1.84,1.0,945.0,1011.0,961.0,1022.0,2026-08-26 19:11:45
40b7a25a,generic_debris,66.4,18.9225084,72.8347036,1.7,4.49,0.06,7.63,port,32.61,34.08,20.0,high_confidence,1.82,2.0,140.0,300.0,186.0,311.0,2026-08-26 19:11:45
ae026ed3,generic_debris,66.4,18.9220097,72.8351669,1.85,1.27,0.05,2.35,starboard,41.12,42.33,20.0,high_confidence,1.6,1.0,939.0,277.0,952.0,289.0,2026-08-26 19:11:45
1dd1cfa2,generic_debris,66.4,18.922139,72.8353769,1.54,1.56,0.05,2.41,starboard,45.89,46.97,20.0,high_confidence,1.53,1.0,985.0,452.0,1001.0,462.0,2026-08-26 19:11:45
7379c973,generic_debris,66.4,18.9224043,72.8356669,1.7,1.46,0.05,2.49,starboard,44.16,45.26,20.0,high_confidence,1.63,1.0,968.0,734.0,983.0,745.0,2026-08-26 19:11:45
fb431ace,generic_debris,66.4,18.9225901,72.8357646,1.54,1.56,0.05,2.41,starboard,35.43,36.82,20.0,high_confidence,1.63,2.0,881.0,874.0,897.0,884.0,2026-08-26 19:11:45
677343bb,generic_debris,66.4,18.9226069,72.8357857,1.54,1.76,0.05,2.71,starboard,35.46,36.82,20.0,high_confidence,1.64,1.0,880.0,892.0,898.0,902.0,2026-08-26 19:11:45
5293f105,generic_debris,66.3,18.9222557,72.8352717,1.7,1.46,0.05,2.49,starboard,28.86,30.52,20.0,high_confidence,1.62,1.0,817.0,457.0,832.0,468.0,2026-08-26 19:11:45
a1537ebf,generic_debris,66.3,18.9226225,72.8359618,1.54,1.66,0.05,2.56,starboard,46.45,47.51,20.0,high_confidence,1.62,1.0,990.0,980.0,1007.0,990.0,2026-08-26 19:11:45
1d372d41,ghost_net,66.2,18.9217577,72.8348783,1.85,1.37,0.05,2.53,starboard,39.76,41.02,20.0,high_confidence,2.0,2.0,925.0,3.0,939.0,15.0,2026-08-26 19:11:45
ca8eb3ff,generic_debris,66.2,18.9217801,72.8349328,1.54,1.07,0.05,1.66,starboard,42.05,43.21,20.0,high_confidence,1.69,1.0,949.0,42.0,960.0,52.0,2026-08-26 19:11:45
f0a540c2,container,66.2,18.9219383,72.8350325,1.54,1.56,0.05,2.41,starboard,36.94,38.28,20.0,high_confidence,1.68,1.0,896.0,173.0,912.0,183.0,2026-08-26 19:11:45
e9f95ff1,generic_debris,66.2,18.92205,72.8352772,1.54,1.86,0.05,2.86,starboard,45.93,47.02,20.0,high_confidence,1.53,2.0,984.0,352.0,1003.0,362.0,2026-08-26 19:11:45
95cd169f,generic_debris,66.2,18.9223545,72.8354847,1.54,1.56,0.05,2.41,starboard,35.65,37.01,20.0,high_confidence,1.7,1.0,883.0,616.0,899.0,626.0,2026-08-26 19:11:45
81ba9d9d,container,66.2,18.9223976,72.8356525,1.54,1.46,0.05,2.26,starboard,43.74,44.87,20.0,high_confidence,1.53,1.0,964.0,725.0,979.0,735.0,2026-08-26 19:11:45
6a8c8ec2,generic_debris,66.2,18.9226407,72.8358837,1.54,1.66,0.05,2.56,starboard,39.44,40.67,20.0,high_confidence,1.62,2.0,920.0,954.0,937.0,964.0,2026-08-26 19:11:45
462a8683,generic_debris,66.2,18.9226518,72.8357173,1.54,2.05,0.05,3.17,starboard,26.98,28.76,20.0,high_confidence,1.62,1.0,796.0,878.0,817.0,888.0,2026-08-26 19:11:45
bc81db4e,generic_debris,66.1,18.9217985,72.8348392,1.7,1.27,0.05,2.16,starboard,33.64,35.11,20.0,high_confidence,1.83,1.0,865.0,6.0,878.0,17.0,2026-08-26 19:11:45
67383731,generic_debris,66.1,18.9221116,72.8351291,1.7,1.56,0.05,2.65,starboard,30.23,31.84,20.0,high_confidence,1.74,1.0,830.0,308.0,846.0,319.0,2026-08-26 19:11:45
4855dd2b,generic_debris,66.1,18.9222149,72.835338,1.54,1.86,0.05,2.86,starboard,36.91,38.23,20.0,high_confidence,1.53,1.0,894.0,471.0,913.0,481.0,2026-08-26 19:11:45
315acd98,generic_debris,66.1,18.9223768,72.83566,1.54,1.56,0.05,2.41,starboard,45.99,47.07,20.0,high_confidence,1.56,1.0,986.0,718.0,1002.0,728.0,2026-08-26 19:11:45
0f73b72c,generic_debris,66.1,18.9229618,72.8350731,1.54,1.86,0.09,2.86,port,43.62,44.78,20.0,high_confidence,1.64,4.0,44.0,696.0,63.0,706.0,2026-08-26 19:11:45
f0fd0ced,pipe_cylinder,66.0,18.9224365,72.8357101,1.54,1.76,0.05,2.71,starboard,44.51,45.61,20.0,high_confidence,1.64,2.0,970.0,769.0,988.0,779.0,2026-08-26 19:11:45
e27aa952,generic_debris,66.0,18.9224742,72.8356422,1.54,1.76,0.05,2.71,starboard,36.63,37.99,20.0,high_confidence,1.6,1.0,892.0,752.0,910.0,762.0,2026-08-26 19:11:45
2408988e,generic_debris,65.9,18.9218002,72.8350072,1.54,1.76,0.05,2.71,starboard,46.01,47.07,20.0,high_confidence,1.52,2.0,985.0,88.0,1003.0,98.0,2026-08-26 19:11:45
8cd4659e,generic_debris,65.9,18.9218887,72.8351049,1.54,1.37,0.05,2.11,starboard,46.22,47.27,20.0,high_confidence,1.6,1.0,989.0,184.0,1003.0,194.0,2026-08-26 19:11:45
b3a2ef54,generic_debris,65.9,18.9229839,72.8351204,1.7,1.37,0.05,2.32,port,42.19,43.36,20.0,high_confidence,1.63,1.0,61.0,728.0,75.0,739.0,2026-08-26 19:11:45
f76d106f,generic_debris,65.9,18.9222594,72.8354355,1.7,1.46,0.05,2.49,starboard,40.12,41.36,20.0,high_confidence,1.51,1.0,928.0,544.0,943.0,555.0,2026-08-26 19:11:45
09e2ba62,generic_debris,65.8,18.9218602,72.8347874,1.54,1.56,0.05,2.41,starboard,24.94,26.86,20.0,high_confidence,1.79,1.0,779.0,13.0,795.0,23.0,2026-08-26 19:11:45
d525782a,generic_debris,65.8,18.9224715,72.8356536,1.54,1.56,0.08,2.41,starboard,37.65,38.96,20.0,high_confidence,1.6,3.0,903.0,756.0,919.0,766.0,2026-08-26 19:11:45
f0c5e17e,generic_debris,65.8,18.9225379,72.8358218,1.54,1.86,0.05,2.86,starboard,43.75,44.87,20.0,high_confidence,1.6,1.0,962.0,878.0,981.0,888.0,2026-08-26 19:11:45
592d7d23,generic_debris,65.7,18.9219998,72.8350123,1.54,1.46,0.06,2.26,starboard,30.57,32.18,20.0,high_confidence,1.67,2.0,834.0,195.0,849.0,205.0,2026-08-26 19:11:45
967d5f24,generic_debris,65.7,18.9229306,72.8349912,1.7,1.27,0.05,2.16,port,46.74,47.8,20.0,high_confidence,1.7,1.0,16.0,638.0,29.0,649.0,2026-08-26 19:11:45
259cde29,generic_debris,65.7,18.9221348,72.8353729,1.39,1.27,0.05,1.76,starboard,45.95,47.02,20.0,high_confidence,1.73,1.0,987.0,448.0,1000.0,457.0,2026-08-26 19:11:45
d7a98a01,generic_debris,65.7,18.9223013,72.8354753,1.7,1.66,0.05,2.82,starboard,39.43,40.67,20.0,high_confidence,1.52,1.0,920.0,586.0,937.0,597.0,2026-08-26 19:11:45
ecd41631,generic_debris,65.7,18.9230354,72.8354491,1.7,1.76,0.08,2.98,port,23.72,25.78,20.0,high_confidence,1.65,2.0,239.0,921.0,257.0,932.0,2026-08-26 19:11:45
03d81bad,generic_debris,65.7,18.9224613,72.8356252,1.54,1.86,0.05,2.86,starboard,36.5,37.84,20.0,high_confidence,1.55,1.0,890.0,738.0,909.0,748.0,2026-08-26 19:11:45
b8265ad2,generic_debris,65.6,18.9217204,72.8349568,1.7,0.88,0.05,1.49,starboard,48.54,49.56,20.0,high_confidence,1.53,1.0,1015.0,23.0,1024.0,34.0,2026-08-26 19:11:45
4278b4e7,generic_debris,65.6,18.9219215,72.83505,1.54,1.56,0.05,2.41,starboard,39.56,40.82,20.0,high_confidence,1.62,1.0,922.0,173.0,938.0,183.0,2026-08-26 19:11:45
c482d588,generic_debris,65.6,18.9220772,72.8352849,1.7,1.17,0.05,1.99,starboard,44.3,45.41,20.0,high_confidence,1.54,2.0,971.0,372.0,983.0,383.0,2026-08-26 19:11:45
76f33caf,generic_debris,65.6,18.9221518,72.8353779,1.7,1.27,0.05,2.16,starboard,44.93,46.04,20.0,high_confidence,1.55,1.0,977.0,460.0,990.0,471.0,2026-08-26 19:11:45
0080817c,generic_debris,65.6,18.9224118,72.8356145,1.85,1.66,0.05,3.07,starboard,39.91,41.16,20.0,high_confidence,1.74,1.0,925.0,709.0,942.0,721.0,2026-08-26 19:11:45
c5879a44,generic_debris,65.6,18.9224638,72.835765,1.54,1.46,0.05,2.26,starboard,46.07,47.12,20.0,high_confidence,1.56,1.0,987.0,813.0,1002.0,823.0,2026-08-26 19:11:45
41adddfa,generic_debris,65.5,18.9226558,72.8346797,1.85,1.17,0.05,2.17,port,46.19,47.27,20.0,high_confidence,1.58,2.0,22.0,359.0,34.0,371.0,2026-08-26 19:11:45
c35bab11,ghost_net,65.5,18.9224301,72.8356119,1.85,1.66,0.05,3.07,starboard,38.2,39.5,20.0,high_confidence,1.66,1.0,908.0,718.0,925.0,730.0,2026-08-26 19:11:45
e643b152,generic_debris,65.5,18.9224039,72.8356601,2.01,1.46,0.05,2.94,starboard,43.72,44.87,20.0,high_confidence,1.65,1.0,964.0,730.0,979.0,743.0,2026-08-26 19:11:45
a5861063,generic_debris,65.4,18.9222275,72.8352664,1.54,1.27,0.05,1.96,starboard,30.8,32.37,20.0,high_confidence,1.73,1.0,837.0,440.0,850.0,450.0,2026-08-26 19:11:45
aef0e66c,generic_debris,65.3,18.9223928,72.8343953,1.54,1.37,0.05,2.11,port,46.11,47.17,20.0,high_confidence,1.52,1.0,22.0,94.0,36.0,104.0,2026-08-26 19:11:45
7d6b1a45,ghost_net,65.3,18.9218354,72.8349319,1.85,1.56,0.05,2.89,starboard,37.64,38.96,20.0,high_confidence,1.72,1.0,903.0,70.0,919.0,82.0,2026-08-26 19:11:45
f2969703,ghost_net,65.3,18.9221384,72.835383,2.31,1.56,0.06,3.62,starboard,46.4,47.46,20.0,high_confidence,1.53,3.0,990.0,453.0,1006.0,468.0,2026-08-26 19:11:45
03b87c2e,generic_debris,65.3,18.9231543,72.8352609,1.7,1.76,0.05,2.98,port,46.69,47.75,20.0,high_confidence,1.51,1.0,14.0,881.0,32.0,892.0,2026-08-26 19:11:45
e08834b7,generic_debris,65.3,18.9222848,72.8354285,1.54,1.66,0.05,2.56,starboard,37.53,38.82,20.0,high_confidence,1.62,2.0,901.0,551.0,918.0,561.0,2026-08-26 19:11:45
197c4c9b,generic_debris,65.2,18.921782,72.8349286,1.7,1.17,0.05,1.99,starboard,41.59,42.77,20.0,high_confidence,1.75,1.0,944.0,41.0,956.0,52.0,2026-08-26 19:11:45
8f1d51a7,generic_debris,65.2,18.9219466,72.8351533,1.7,1.56,0.05,2.65,starboard,45.18,46.29,20.0,high_confidence,1.59,1.0,978.0,237.0,994.0,248.0,2026-08-26 19:11:45
99ad6460,generic_debris,65.2,18.9222405,72.8354363,1.85,1.27,0.05,2.35,starboard,41.73,42.92,20.0,high_confidence,1.65,1.0,945.0,533.0,958.0,545.0,2026-08-26 19:11:45
fa03ed2c,ghost_net,65.1,18.92206,72.8352011,1.85,1.46,0.07,2.71,starboard,39.62,40.87,20.0,high_confidence,1.54,3.0,923.0,320.0,938.0,332.0,2026-08-26 19:11:45
76c4a62f,pipe_cylinder,65.1,18.9219563,72.835158,1.54,1.66,0.05,2.56,starboard,44.76,45.85,20.0,high_confidence,1.57,1.0,973.0,245.0,990.0,255.0,2026-08-26 19:11:45
c85f0d3e,generic_debris,65.1,18.9228733,72.8349653,1.54,1.27,0.05,1.96,port,43.76,44.87,20.0,high_confidence,1.55,1.0,46.0,598.0,59.0,608.0,2026-08-26 19:11:45
b703ecc3,generic_debris,65.0,18.9227192,72.8347182,1.7,0.88,0.05,1.49,port,48.53,49.56,20.0,high_confidence,1.6,1.0,0.0,409.0,9.0,420.0,2026-08-26 19:11:45
2dad0034,generic_debris,65.0,18.9222972,72.8354791,1.54,1.46,0.05,2.26,starboard,40.04,41.26,20.0,high_confidence,1.53,2.0,927.0,586.0,942.0,596.0,2026-08-26 19:11:45
7187914c,generic_debris,65.0,18.9225006,72.8357135,1.7,1.46,0.05,2.49,starboard,39.42,40.67,20.0,high_confidence,1.6,2.0,921.0,802.0,936.0,813.0,2026-08-26 19:11:45
78d6c1c2,generic_debris,64.9,18.9217679,72.8349181,1.7,1.27,0.05,2.16,starboard,41.92,43.12,20.0,high_confidence,1.69,1.0,947.0,30.0,960.0,41.0,2026-08-26 19:11:45
58d88982,generic_debris,64.9,18.9225886,72.8359249,1.23,1.46,0.05,1.81,starboard,46.64,47.71,20.0,high_confidence,1.57,1.0,993.0,952.0,1008.0,960.0,2026-08-26 19:11:45
ba7f7177,generic_debris,64.8,18.9217993,72.8348455,1.7,1.27,0.06,2.16,starboard,34.04,35.5,20.0,high_confidence,1.61,2.0,869.0,10.0,882.0,21.0,2026-08-26 19:11:45
